text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
request for credit card information,1,1,4,fallback_support,1
wrong product scam,0,0,4,fallback_support,0
good bank,2,2,4,fallback_support,2
delivery guy refused cancelled delivery,0,0,4,fallback_support,1
parcel late by day,1,0,0,delay,0
delivery marked without attempt,0,0,4,fallback_support,1
delay with false tracking info,1,0,0,delay,0
wel behave,1,1,4,fallback_support,1
product not delivered to me,0,0,4,fallback_support,0
bahot achha hai,1,1,4,fallback_support,1
never received call delivery not done,0,0,2,damage_lost,0
did not receive any parcel,0,0,2,damage_lost,0
wrong product sent want refund,0,0,7,refund,0
day late delivery always delayed,0,0,0,delay,0
go collect my own parcel they didnt even deliver after arrive two day before,0,0,4,fallback_support,1
delivery person very rude no civic sense,0,0,3,behaviour,0
wrong order received selfie stick replaced,1,0,4,fallback_support,0
abusive language product changed,1,1,4,fallback_support,1
delivery call before dispatch requested,1,1,4,support,1
pre diwali false delivery messages forced self pickup,0,0,4,fallback_support,1
very bad delayed delivery,0,0,0,delay,0
courier charges too high unfair,0,0,4,fallback_support,1
Excellent service and this is my first bank account in my career,2,2,4,fallback_support,2
not yet receive my parcel,1,1,4,fallback_support,1
delivery partner not supportive and wrong delivery,0,0,4,support,0
service commitment only words not action,1,1,4,fallback_support,1
very bad service no one responsible for shipment,0,0,4,fallback_support,0
office delivery failed despite prominent location,0,0,0,delay,0
wrong colour and size received,0,0,4,fallback_support,0
delivery returned by partner without reason,0,0,7,refund,0
excellent service by delivery partner,2,2,4,fallback_support,2
good logistics service no further comment,2,2,4,fallback_support,2
delivery staff rude not reached location,0,0,3,behaviour,0
Please open more branches at least one branch in every district,1,1,4,fallback_support,1
fraud shipper fake product issue,0,0,4,fallback_support,0
please collect alternate mobile number during booking,1,1,4,fallback_support,1
parcel not received but marked delivered,0,0,2,damage_lost,0
best service also really commendable thank you,2,2,4,fallback_support,2
extreme delivery delay,0,0,0,delay,0
plant damaged due to poor packing,1,0,2,damage_lost,0
very bad de,0,0,4,fallback_support,0
no grievance,1,1,4,support,1
status delivered but parcel not received,0,0,2,damage_lost,0
please deliver on time,1,1,4,fallback_support,2
parcel left at shop without delivery attempt,1,1,4,fallback_support,1
check your calls,1,1,4,support,1
packaging acceptable,1,1,4,fallback_support,1
pathetic experience but not abusive,1,1,4,fallback_support,1
very polite experienced delivery person,2,2,4,fallback_support,2
delivery service good,2,2,4,fallback_support,2
false delivery update rude supervisor behavior,0,0,3,behaviour,0
order not received yet,0,0,2,damage_lost,0
delivery updates should be frequent,1,1,4,fallback_support,1
delivery executive polite made my day,1,1,4,fallback_support,2
carton slightly damaged,1,0,2,damage_lost,0
delivery time incorrect,0,0,4,fallback_support,0
dont like service,0,0,4,fallback_support,1
delivery executive did not attempt delivery for days and marked false reasons,0,0,4,fallback_support,1
debit card not received overall banking experience good,2,2,2,damage_lost,0
it good delivery fast and safe,2,2,4,fallback_support,2
delivery boy calm nd vry humble im not able pick call still he deliver itom without any contact he find location that amaze so great experience,2,2,4,support,2
good bank account opening experience,2,2,4,fallback_support,2
transparent packaging requested,1,1,4,fallback_support,1
contact mentioned incorrect invoice issue,1,0,4,support,0
it not deliver medelivered wrong person,0,0,4,fallback_support,0
keep it up good work,2,2,4,fallback_support,2
product different from images shown,1,1,4,fallback_support,1
parcel came empty want refund,0,0,7,refund,0
delivery partner arrogant rude,0,0,3,behaviour,0
delivery person rude ruined experience,0,0,3,behaviour,0
pathetic poor service medicine not delivered despite express charge,0,0,4,fallback_support,0
best service in courier,2,2,4,fallback_support,2
bohot bekar delivery or bohot time liya h,1,1,4,fallback_support,1
prompt delivery,2,2,4,fallback_support,2
shipping sticker torn package opened,1,1,2,damage_lost,1
product missing and carton re-taped very bad practice,0,0,2,damage_lost,0
product bilkul bekar aya h mne kya suit mangaya tha or kya aya h bilkul suit alg or salwar plz return kariye,0,0,7,refund,0
love your agent behaviour,1,1,3,behaviour,1
marked delivered but not received at home,0,0,2,damage_lost,0
bekwas mujhe mila hi nahi order phir delivery kaise kar di,0,0,4,fallback_support,1
professional timely delivery approach,2,2,4,fallback_support,2
superfast delivery loved the service,2,2,4,fallback_support,2
delivery man collect money it free,1,1,4,fallback_support,1
delivery staff non cooperative rude tone,0,0,3,behaviour,0
cooperative very nice service,2,2,4,fallback_support,2
very third class service rude staff fake address reasons no home delivery,0,0,3,behaviour,0
fast account opening process,1,1,4,fallback_support,2
bad product receive,0,0,4,fallback_support,0
early delivery very good service,2,2,4,fallback_support,2
parcel received today,1,1,4,fallback_support,1
it perfect many thanks,2,2,4,fallback_support,2
delivery person waited but did not deliver properly,0,0,4,fallback_support,1
delivery representative rude response,0,0,3,behaviour,0
return order request,1,1,7,refund,1
courier did not deliver my shipment on time,0,0,4,fallback_support,2
received different product than ordered,0,0,4,fallback_support,1
delivery boy lazy forced office pickup unacceptable excuse,0,0,4,fallback_support,1
good service by delivery executive,2,2,4,fallback_support,2
delivery agent abusive language,0,0,4,fallback_support,1
received before expected delivery date,1,1,4,fallback_support,1
bank staff provided very good service,2,2,4,fallback_support,2
delivery time improvement required,1,1,4,fallback_support,1
ordered something else received something else,0,0,4,fallback_support,1
parcel arrived damaged,0,0,2,damage_lost,0
branch promised wealth account but did not deliver commitment poor experience,1,1,4,fallback_support,0
try faster delivery for critical shipments,1,1,4,fallback_support,2
delivery agent ignored instructions handed to security,0,0,4,fallback_support,1
wrong colour product received,1,0,4,fallback_support,0
service fine continue,1,1,4,fallback_support,1
did not receive one of two packages,0,0,2,damage_lost,0
bad and rough delivery,0,0,4,fallback_support,0
received message for order I never booked,0,0,4,fallback_support,1
worst service,0,0,4,fallback_support,0
request faster delivery time,1,1,4,fallback_support,2
delivery marked unavailable without call repeated issue,1,0,4,support,0
late delivery with false updates,0,0,0,delay,0
fast service but average experience,1,1,4,fallback_support,2
delivered in one day thank you,2,2,4,fallback_support,2
very poor experience,1,1,4,fallback_support,0
defected pc nikla,1,1,4,fallback_support,1
delivery boy sandeep rude behaviour,0,0,3,behaviour,0
delivery man abused refused to come upstairs,0,0,3,behaviour,1
havent receive my order,0,0,4,fallback_support,1
service ok,1,1,4,fallback_support,1
welcome kit sent to wrong address delay,1,0,1,wrong_delivery,0
material fraud issue reported,1,0,4,fallback_support,0
rude behaviour by delivery partner,0,0,3,behaviour,0
medicine order delay by day no communication that order delay,0,0,0,delay,0
service best staff helpful,2,2,4,fallback_support,2
hello,1,1,4,fallback_support,1
multiple delivery attempts without calling forced self pickup,0,0,4,support,1
delivery person have pleasant smile on his face which please see,2,2,4,fallback_support,2
delivery guy didnt deliver doorstep keep haggle come away from home also rude while talk,0,0,3,behaviour,0
had to go collect parcel,0,0,4,fallback_support,1
delivery partner could not reach address asked to pick courier from far location very poor service,0,0,4,fallback_support,0
bad delivery company,0,0,4,fallback_support,0
delivery agent stopped km before address,0,0,4,fallback_support,1
very good product,2,2,4,fallback_support,2
item not received yet,1,1,2,damage_lost,0
delivery partner very good,2,2,4,fallback_support,2
delivery person call confirm address,1,1,4,support,1
bad experience seal already open,0,0,4,fallback_support,0
my parcel arrived at blue dart store in november,1,1,4,fallback_support,1
delivery person rude left parcel,0,0,3,behaviour,0
bad experience order not received,0,0,2,damage_lost,0
shipment not delivered yet very important,1,0,0,delay,0
product missing,1,0,2,damage_lost,0
no additional comments,1,1,4,fallback_support,1
not doorstep delivery,0,0,4,fallback_support,1
wrong product material received used item after many follow ups,0,0,4,support,0
delivery boy took extra money,1,1,4,fallback_support,1
not received personally,0,0,2,damage_lost,0
delivery agent behaviour rude and impatient,0,0,3,behaviour,0
delivery speed worse than others,0,0,4,fallback_support,1
scamming people,0,0,4,fallback_support,1
blue dart courier service very bad and delayed,0,0,0,delay,0
delivery staff left parcel at security without verification,0,0,4,fallback_support,1
late delivery,1,0,0,delay,0
it very very bad experience with your coimbatore hubwhatever happen not first time similar incident take place four time so faryour delivery guy useless always give false reason for not deliver in this case they mention a address incomplete not correcti force collect from officeno proper response from your office at coimbatoreif this status of your delivery system,0,0,4,fallback_support,0
my name malini patel,1,1,4,fallback_support,1
delivery staff very good,2,2,4,fallback_support,2
blue dart delivery very poor product not delivered,0,0,4,fallback_support,0
everything good satisfied,2,2,4,fallback_support,2
delay reason address incorrect unacceptable,0,0,0,delay,0
polite prompt delivery person,1,1,4,fallback_support,2
iam not person,1,1,4,fallback_support,1
pathetic branch service,0,0,4,fallback_support,1
customer care and bank staff very friendly and helpful,2,2,4,support,2
false delivery attempts no call made,0,0,3,behaviour,1
always a pleasure,2,2,4,fallback_support,2
card otp taken but card not delivered,0,0,4,fallback_support,0
No changes required,1,1,4,fallback_support,1
very bad delivery no response from delivery boy,0,0,4,support,0
complaint against rude delivery rider,0,0,3,behaviour,0
please share delivery timing contact detail of delivery person,1,1,4,support,1
quick prompt follow up,2,2,4,support,2
poor service rude behaviour and wrong address delivery,1,0,1,wrong_delivery,0
excellent customer service always reliable,2,2,4,support,2
overall excellent service,2,2,4,fallback_support,2
bad quality,0,0,4,fallback_support,0
would like report issue regard my recent delivery delivery boy do not deliver order on time also provide incorrect information his officesystem regard delivery status,0,0,4,fallback_support,0
delivery before promised time appreciated,1,1,4,fallback_support,2
order dropped kilometers away and doorstep delivery denied rude behavior on call,0,0,3,behaviour,0
very poor service overall,0,0,4,fallback_support,0
devendra singh,1,1,4,fallback_support,1
very bad experience delayed delivery and very rude executive,0,0,0,delay,0
accha hai,1,1,4,fallback_support,1
delivery agent asked to collect from office,1,1,4,fallback_support,1
very good satisfy,2,2,4,fallback_support,2
very rude and uncooperative delivery agent shouted,0,0,3,behaviour,0
need more details,1,1,4,fallback_support,1
amazing order experience,2,2,4,fallback_support,2
do,1,1,4,fallback_support,1
delivery not attempted had to visit office,1,1,0,delay,1
delivery agent did not call falsely marked unavailable,1,1,3,behaviour,1
received wrong sunglass,1,0,4,fallback_support,0
delivery guy not polite,0,0,3,behaviour,2
wrong product delivered theft suspected,1,0,4,fallback_support,0
very good packaging and timing,2,2,4,fallback_support,2
still not received item,0,0,2,damage_lost,0
satyam kumar,1,1,4,fallback_support,1
attitude problem with delivery staff,1,0,4,fallback_support,0
"The survey link to provide feedback on opening the account has been sent even before the account being opened.

Inordinate delay in opening the account, while the online opening happened within few minutes.

",1,0,0,delay,0
service bed,1,1,4,fallback_support,1
very happy with service thank you,2,2,4,fallback_support,2
my parcel not delivered,0,0,4,fallback_support,0
track info not update properly,0,0,5,tracking,1
asked for full payment without change and behaved rudely,0,0,3,behaviour,0
no alternative contact used ivr flagged spam parcel delayed,0,0,0,delay,0
delivery boy not good,0,0,4,fallback_support,2
wrong item ordered,0,0,4,fallback_support,0
rude delivery behaviour late hub delivery,0,0,0,delay,0
no contact forced pickup,1,0,4,support,1
deliveey agent very good,2,2,4,fallback_support,2
excellent courier service best shipment,2,2,4,fallback_support,2
received different product than ordered,1,1,4,fallback_support,1
nothing to say,1,1,4,fallback_support,1
not bad,2,0,4,fallback_support,0
wrong envelope delivered,1,0,4,fallback_support,0
delivery guy helped despite address issue,2,0,4,fallback_support,0
package out for delivery but stayed at facility,1,1,4,fallback_support,1
did not get shipment,0,0,4,fallback_support,1
super service,2,2,4,fallback_support,2
delivered at security gate,1,1,4,fallback_support,1
Hey,1,1,4,fallback_support,1
please share approximate delivery time in message,1,1,4,fallback_support,1
bluedart service always up to mark,1,1,4,fallback_support,1
delivery person behave very nicely,2,2,4,fallback_support,2
size too small poor quality dress,0,0,4,fallback_support,0
delivery perfectly before time,2,2,4,fallback_support,2
colour changed bad,0,0,4,fallback_support,0
poor service delayed delivery,0,0,0,delay,0
delivery boy arrogant behaviour,0,0,3,behaviour,1
thank you for speedy delivery,2,2,4,fallback_support,2
firstly product arrive kollam pincode error message appear this badly affect delivery date,0,0,4,fallback_support,0
poor delivery manpower false customer unavailable status,0,0,4,fallback_support,0
did not deliver doorstep stopped at park,1,1,4,fallback_support,1
dont take parcel if you cant deliver,0,0,4,fallback_support,1
delivery boy refused doorstep delivery gave wrong product,1,0,4,fallback_support,0
poor product quality,0,0,4,fallback_support,0
delivery smooth and prompt,1,2,4,fallback_support,2
delivery agent refused to open and verify product behaved rudely shipment incomplete,0,0,3,behaviour,0
delivery boy was very good,2,2,4,fallback_support,2
no intimation no contact very pathetic service,0,0,3,behaviour,1
accurate timely safe delivery,1,1,4,fallback_support,2
please call after visit,1,1,4,support,1
order wrong item delivered,0,0,4,fallback_support,0
delivery time prior intimation suggested,2,2,4,fallback_support,2
order not received,1,1,2,damage_lost,0
delivery agent handed parcel to watchman without informing,1,1,4,fallback_support,1
product out for delivery on expected date,1,1,4,fallback_support,1
too late delivery unacceptable,0,0,0,delay,0
asked for delivery message unnecessarily,1,1,4,fallback_support,1
blue dart favourite highly recommended,2,2,4,fallback_support,2
osam,1,1,4,fallback_support,1
seamless banking process zero balance and app improvement suggestion,1,1,4,fallback_support,1
exchange requested not satisfied,1,1,7,refund,1
order yet to be delivered,1,1,4,fallback_support,1
package not delivered,0,0,4,fallback_support,0
nice experience,1,2,4,fallback_support,2
site report that delivery center,1,1,4,fallback_support,1
fast reliable service,2,2,4,fallback_support,2
very bad experience,0,0,4,fallback_support,0
forced to collect parcel due to lack of transport at neelambur office repeated false updates unacceptable service,0,0,4,fallback_support,1
address delivery failed network issue poor service,0,0,0,delay,0
prompt polite delivery appreciated,2,2,4,fallback_support,2
different product received scam,0,0,4,fallback_support,1
address incorrectly marked despite successful past deliveries,1,1,4,fallback_support,0
delivery delay and rude staff behaviour,0,0,0,delay,0
courier boy not talk,1,1,4,fallback_support,1
premium service expectation not met,1,1,4,fallback_support,1
still not received very bad service,0,0,2,damage_lost,0
worst courier service in surat,0,0,4,fallback_support,0
late delivery very rd class service delivery not door door service delivery boy say take your parcel near by location not deliver at adress,0,0,0,delay,0
I have not received this parcel but it shows that I have received it,1,1,2,damage_lost,0
not satisfied customer care not responding,0,0,4,support,2
parcel already reached city but not delivered,1,0,4,fallback_support,0
delivery person handed product to someone else,0,0,4,fallback_support,1
Communication with customer is not good in kothapet branch ,0,0,4,fallback_support,2
received parcel on time,1,1,4,fallback_support,2
false consignee unavailable status updated without contact forced office pickup,0,0,4,support,1
delivery took too much time,1,1,4,fallback_support,1
forced self pickup despite paying delivery charges,0,0,4,fallback_support,1
fast service hdfc bank,1,1,4,fallback_support,2
dilivery boy nahi aana chahte hain bolte hain galat pin code hai aapka lekin aisa nahi haihamesa kosis karte hain otp mangne ka or order cancel kar dete hain lekin ish baar mai bahut samjhai tab ja kar aaye or phir bahana bana rahe please consider this problem,1,0,4,fallback_support,0
do not want this,1,1,4,fallback_support,1
did not get parcel,0,0,4,fallback_support,1
very bed service,1,1,4,fallback_support,1
prediction date not accurate but service good,2,2,4,fallback_support,2
good performance,2,2,4,fallback_support,2
on time good delivery,2,2,4,fallback_support,2
return parcel bad smell,0,0,7,refund,0
delivered to landmark instead of address,1,1,4,fallback_support,1
need delivery person contact number,1,1,4,support,1
material poor need return,0,0,7,refund,0
well mannered behaviour,1,1,3,behaviour,1
order parcel of r while order pay r but at time of delivery he ask r deny for pay but he say that then cancel your order not deliver your order,0,0,4,fallback_support,1
courier boy rude behaviour unacceptable,0,0,3,behaviour,0
excellent delivery happy to receive this shipment,2,2,4,fallback_support,2
card delivery failed and marked delivered,0,0,0,delay,0
prepaid order marked delivered but not received agent unreachable,0,0,2,damage_lost,0
very pleased parcel arrived safe,2,2,4,fallback_support,2
get msg that it deliver today morning but get product by pm,0,0,4,fallback_support,1
delivery boy lacks manners,1,1,4,fallback_support,1
quality mismatch from images,0,0,4,fallback_support,1
good keep it up,2,2,4,fallback_support,2
order not delivered,0,0,4,fallback_support,0
consignment not delivered but status shows delivered,1,0,5,tracking,0
shipment not received yet,0,0,2,damage_lost,0
your service is very good,2,2,4,fallback_support,2
pickup and dispatch too slow,0,0,4,fallback_support,1
excellent delivery experience,2,2,4,fallback_support,2
delivery agent falsely marked not available,0,0,4,fallback_support,1
packet stuck at center since Wednesday,1,1,4,fallback_support,0
fake item received,1,1,4,fallback_support,0
very nice service,2,2,4,fallback_support,2
overall good but need agent phone number in advance,1,2,4,fallback_support,2
wrong product delivered fake item,0,0,4,fallback_support,0
not yet delivered,1,1,4,fallback_support,1
delayed four days collected from store,0,0,0,delay,0
try delivering at correct address,1,1,4,fallback_support,1
delivery refused to come upstairs,1,1,4,fallback_support,1
please inform at least one hour before delivery,1,1,4,fallback_support,1
delivery not make at give address even without call reach at address status be show that consignee not available once call make receive parcel from store come store receive parcel bad service,0,0,4,support,0
delivery marked out but never arrived,0,0,4,fallback_support,1
need delivery agent contact number,1,1,4,support,1
shipment not delivered had to collect personally,1,0,4,fallback_support,0
nice experience overall,2,2,4,fallback_support,2
delivery complete shown but not received,1,1,2,damage_lost,0
bank envelope misplaced,0,0,4,fallback_support,1
delivery person well mannered give me full change without any excuse,2,2,4,fallback_support,2
wrong colour received,1,0,4,fallback_support,0
deliver product asap,1,1,4,fallback_support,1
delivery person honest returned full change,2,2,7,refund,1
good safe fast,2,2,4,fallback_support,2
excellent service overall,2,2,4,fallback_support,2
payment issue amount collected wrongly,1,0,6,pricing,0
Worst video kyc process,0,0,4,fallback_support,0
incorrect order received,0,0,4,fallback_support,0
good experience nothing to add,2,2,4,fallback_support,2
nothing needs to be changed,2,2,4,fallback_support,2
associate demanded extra money rude behaviour,0,0,3,behaviour,0
misleading customer unacceptable behaviour,1,1,3,behaviour,1
kind of approach behaviour not up mark he should be polite not arrogant even under pressure,1,1,3,behaviour,2
delivery contact number required,1,1,4,support,1
product quality bad,0,0,4,fallback_support,0
good service delivered on time,2,2,4,fallback_support,2
nice delivery boy,2,2,4,fallback_support,2
trustworthy courier partner always on time,2,2,4,fallback_support,2
did not receive parcel at all,0,0,2,damage_lost,0
no idea,1,1,4,fallback_support,1
delivery timeline unclear no response,0,0,4,support,0
deliver all order together instead separately,1,1,4,fallback_support,1
very nice good person,2,2,4,fallback_support,2
good delivery boy behaviour,2,2,3,behaviour,2
very good best service,2,2,4,fallback_support,2
impressed,2,2,4,fallback_support,2
very nice service keep it up,2,2,4,fallback_support,2
fake website wrong product received,0,0,4,fallback_support,0
great features compared to other banks,2,2,4,fallback_support,2
deliver item promptly after confirmation,1,1,4,fallback_support,2
want to return my parcel because it is defective,0,0,7,refund,0
not received shipment,1,1,2,damage_lost,0
delivery very late shipment not delivered no calls or delivery attempts,0,0,0,delay,0
best delivery boy service,2,2,4,fallback_support,2
product delivery delayed bad experience,0,0,0,delay,0
definitely,1,1,4,fallback_support,1
it was good delivery,2,2,4,fallback_support,2
didnt receive order,0,0,4,fallback_support,1
delivery safe and on time very happy,2,2,4,fallback_support,2
exilent,1,1,4,fallback_support,1
not delivered on time please share location,0,0,0,delay,0
Wodd Service Experience,1,1,4,fallback_support,1
fake product scam delivered,0,0,4,fallback_support,0
The person who delivered my card was exceptionally calm and patient,2,2,4,fallback_support,2
good service happy with delivery,2,2,4,fallback_support,2
your executive never deliver parcel my address,0,0,4,fallback_support,1
missing product in parcel,1,0,4,fallback_support,0
perfect product,2,2,4,fallback_support,2
area not serviceable delivery failed,0,0,0,delay,0
delivery agent very nice,2,2,4,fallback_support,2
scam totally got scammed,0,0,4,fallback_support,1
best work by team,2,2,4,fallback_support,2
shipment not received yet,1,1,2,damage_lost,0
bad way of navigating even talk customer wouldnt recommend it anyone,0,0,4,fallback_support,0
delivery agent should not shout customer name publicly,1,1,4,fallback_support,1
service best but charges expensive,1,1,4,fallback_support,1
delay in delivery,1,0,0,delay,0
delivery agent demanded money,0,0,4,fallback_support,1
best service ever with good delivery boy,2,2,4,fallback_support,2
no response had to go nearby location to collect parcel,0,0,4,support,0
did not receive order but status shows delivered,0,0,2,damage_lost,0
delivery staff humble and polite,2,2,4,fallback_support,2
promised delivery in hours took one day,0,0,4,fallback_support,1
"Bad service, delivery delayed",0,0,0,delay,0
package not received,0,0,2,damage_lost,0
Noo,1,1,4,fallback_support,1
delivery not received please verify,0,0,2,damage_lost,0
delivery boy rude and unprofessional behaviour,0,0,3,behaviour,0
door delivery not done had to visit warehouse,0,0,4,fallback_support,1
delivery person threw document without otp,0,0,4,fallback_support,1
not responsible,1,1,4,fallback_support,1
order deliver on time delivery agent understand instruction deliver right place,1,1,4,fallback_support,2
delivery guy polite,2,2,4,fallback_support,2
OTP shared but parcel not delivered fraud concern,0,0,4,fallback_support,0
delivery agent polite but delayed,1,0,0,delay,0
service disaster phone not answered,1,1,4,fallback_support,1
did not receive my product,0,0,2,damage_lost,0
package broken damaged,0,0,2,damage_lost,0
fake delivery nothing delivered,1,1,4,fallback_support,0
call before arrival request,1,1,4,support,1
parcel arrived one day early,2,2,4,fallback_support,2
delivery partner bad not cooperative at all,0,0,4,fallback_support,0
timely proper delivery,2,2,4,fallback_support,2
ok ok,1,1,4,fallback_support,1
havent receive courier,1,1,4,fallback_support,1
company track system need take care,1,1,5,tracking,1
partial order received,1,1,4,fallback_support,1
we use youf exemplary service keep it uo,1,1,4,fallback_support,1
courier guy didnt come door insisted pickup outside,0,0,4,fallback_support,1
excellent professional timely delivery satisfied,2,2,4,fallback_support,2
empty cardboard received,0,0,4,fallback_support,1
delivery discarded at wrong doorstep without call,0,0,4,support,0
product quality poor want return,0,0,7,refund,0
very late delivery service,0,0,0,delay,0
delivery executive rude parcel not delivered,0,0,3,behaviour,0
please update by call,1,1,4,support,1
did not get any delivery,0,0,4,fallback_support,1
delivery as promised,1,1,4,fallback_support,1
customer feedback account opening delay,1,0,0,delay,0
my package not deliver me where my parcel,0,0,4,fallback_support,1
not received courier but message shows delivered no call,1,1,2,damage_lost,0
great delivery by mr ratan,2,2,4,fallback_support,2
parcel deliver but not receive at give address nice communication good,1,2,4,fallback_support,2
excellent on time service,2,2,4,fallback_support,2
too much time taken,1,1,4,fallback_support,1
false reasons for delay repeated bad experience,0,0,0,delay,0
supar,1,1,4,fallback_support,1
delivered away from home address,1,1,4,fallback_support,1
it is perfect,2,2,4,fallback_support,2
very bad cloth quality,0,0,4,fallback_support,0
shipment delivered to unknown person without contact,1,1,4,support,1
v good delivery partner,2,2,4,fallback_support,2
worst service parcel kept at hub had to self collect,0,0,4,fallback_support,0
worst service product damaged leaked,0,0,2,damage_lost,0
missing items in parcel,1,0,2,damage_lost,0
no thanks,1,2,4,fallback_support,2
quick delivery good service,2,2,4,fallback_support,2
very poor irresponsible service,0,0,4,fallback_support,0
fake tracking entry by associate,0,0,5,tracking,0
package received safely polite delivery person,2,2,4,fallback_support,2
delivere experience very bad,0,0,4,fallback_support,0
received damaged product,0,0,2,damage_lost,0
rare polite and humble people appreciated,1,1,4,fallback_support,2
delivery person not well behave,0,0,4,fallback_support,1
parcel received safely though delayed acceptable,2,0,0,delay,0
excellent delivery,2,2,4,fallback_support,2
sahi time pe saman nahi jata hai,1,1,4,fallback_support,1
received wrong product please contact scam case,0,0,4,support,0
delivery delayed and not received yesterday very disappointed,0,0,2,damage_lost,0
insurance death cover suggestion,1,1,4,fallback_support,1
ordered something else received different item,1,1,4,fallback_support,1
worst service delivery agent did not respond or deliver to home address,0,0,4,fallback_support,0
Delivery of Debit Card was atrocious repeated false consignee not available reports and no resolution,0,0,4,fallback_support,1
order reached hub delivery agent did not contact rescheduled repeatedly had to collect item,0,0,3,behaviour,1
delivery agent behaviour good but very delayed,1,0,0,delay,0
item not delivered today,0,0,4,fallback_support,0
please return item,1,1,7,refund,1
item missing in delivery,0,0,2,damage_lost,0
partial order received refund requested,1,0,7,refund,1
on time delivery,1,1,4,fallback_support,2
parcel returned but credit points reduced,1,1,7,refund,1
delivery person polite found new address,1,1,4,fallback_support,2
courier not delivered to address,0,0,4,fallback_support,0
receive on time but minor request if possible then please share number of delivery person when package out for delivery,1,1,4,fallback_support,2
not same as shown in picture,0,0,4,fallback_support,1
delivery boy supportive and helpful,2,2,4,support,2
delivery misprint address but resolved later,1,0,0,delay,0
sender details missing and faulty product delivered,0,0,4,fallback_support,0
highly,1,1,4,fallback_support,1
quick delivery,1,1,4,fallback_support,2
please deliver order on time,1,1,4,fallback_support,2
very late delayed delivery,0,0,0,delay,0
cheating business dirty torn saree delivered instead of ordered product,0,0,2,damage_lost,0
need accurate timely delivery info no fake sms,1,1,4,fallback_support,0
consistent delivery delays with vendor,0,0,0,delay,0
on time arrival,1,1,4,fallback_support,2
nothing improve,1,1,4,fallback_support,1
deliver exact original items as advertised,1,1,4,fallback_support,1
very very bad service not recommended,0,0,4,fallback_support,0
delivery man rude to senior citizen,0,0,3,behaviour,0
service great no change needed,2,2,4,fallback_support,2
ok delivery,1,1,4,fallback_support,1
want to cancel my order due to issue,0,0,4,fallback_support,0
delay due to delivery person leave,1,0,0,delay,0
good service on time,2,2,4,fallback_support,2
vare good keep it up,2,2,4,fallback_support,2
welcome kit missing cheque book,1,0,4,fallback_support,0
nice good service,2,2,4,fallback_support,2
shipment not delivered despite multiple follow ups unacceptable delay,0,0,0,delay,0
product superb sound quality,2,2,4,fallback_support,2
delay service,0,0,0,delay,0
fast service very happy on time delivery,2,2,4,fallback_support,2
please deliver product faster,1,1,4,fallback_support,2
delivery person calm patient professional,2,2,4,fallback_support,2
not delivered on time,0,0,0,delay,0
replacement requested product quality not good,0,0,7,refund,1
delivery delayed due to lack of delivery staff,0,0,0,delay,0
best delivery agent,2,2,4,fallback_support,2
delivery man awesome behaviour,2,2,3,behaviour,2
deliver on time iam happy,2,2,4,fallback_support,2
fake delivery status without calling customer,0,0,5,tracking,0
delivery staff rude spoke badly,0,0,3,behaviour,0
wrong order delivered,0,0,4,fallback_support,0
work seems impossible,1,1,4,fallback_support,1
need better communication,1,1,4,fallback_support,1
rude behaviour towards family member,0,0,3,behaviour,0
best of friend bobby good service,2,2,4,fallback_support,2
return product poor quality,0,0,7,refund,0
avoid fraud check before delivery,1,1,4,fallback_support,1
return requested wrong item delivered,1,0,7,refund,0
return requested without reason,1,1,7,refund,1
receive courier on scheduled time thank you,2,2,4,fallback_support,2
smooth on time polite delivery,2,2,4,fallback_support,2
keep going,1,1,4,fallback_support,1
delivery man should call before coming,1,1,4,support,1
parcel marked delivered but not received,1,1,2,damage_lost,0
parcel delivered to unknown location,0,0,4,fallback_support,1
best service very good hospitality,2,2,4,fallback_support,2
charged different COD for same place unfair practice,0,0,6,pricing,1
fake product image shown different item delivered,0,0,4,fallback_support,0
Keep updated about the tracking status,1,1,5,tracking,1
good sound,2,2,4,fallback_support,2
service superb keep it up,2,2,4,fallback_support,2
abusive language feedback,0,0,6,pricing,1
courier delivered to unknown person,1,1,4,fallback_support,1
it very nice rate thank you team divine hindu blue dart team,2,2,4,fallback_support,2
No iam not interested KYC update,0,0,4,fallback_support,1
tracking system poor no delivery contact,0,0,5,tracking,0
delivery guy keep ring bell very much in hurry rude,0,0,3,behaviour,0
package tampered seal broken,0,0,2,damage_lost,0
polite and sweet courier person,2,2,4,fallback_support,2
good service staff behaviour nice,2,2,3,behaviour,2
customer service needs improvement,0,0,4,support,1
extremely poor delayed damaged delivery,0,0,2,damage_lost,0
parcel given to security without informing,1,1,4,fallback_support,1
your service very timely behaviour of your delivery boy also very cordial,2,2,3,behaviour,2
bad delivery,0,0,4,fallback_support,0
delivery personnel unprofessional and in hurry,0,0,3,behaviour,0
wrong stock delivered,1,0,4,fallback_support,0
delay as per expected date,1,0,0,delay,0
want return received wrong parcel,0,0,7,refund,0
your delivery boy manner of communication very poor he didnt come my address deliver parcel instead,0,0,4,fallback_support,0
not deliver home,1,1,4,fallback_support,1
item received by someone else status shows delivered,1,1,4,fallback_support,1
return requested size too small,1,1,7,refund,1
delivery time should add in form,1,1,4,fallback_support,1
good fast delivery,2,2,4,fallback_support,2
not deliver at door step,0,0,4,fallback_support,1
