text,label
"Ha
Ac  information open hone se pahele ae videos ",0
Good,2
.,1
Ham length and Karenge,1
Han IDFC bank ko chhote mote dukandaron ko business loan jarur provide karna chahie,0
"Han ji sabse achcha mujhe iski yah baat lagi loan patak karke milta hai 
",0
Excellent service and great experience with the bank employees ,2
All good 👌👌,2
"The Executives in the bank are clear in opening the account but not explaining the details clearly and they are even informing false info to open an account, that should be avoided for sure ",0
Good service ,2
Happy and satisfied ,2
Excellent ,2
Staff are good,2
Happy for new account open ,2
Nice service ,2
Happy for open savings account in ur bank ,2
Good,2
Best Bank,2
Good banking ,2
No,1
Still not get physical debit card if it's available. Overall experience excellent.,0
Overall good but no any response after account opening!,2
Credit card please ,0
Bank staff are supporting and explain all things in good way,2
I dint get check book along with Welcome kit,0
HAPPY TO HAVE ACCOUNT AT IDFC  THANK YOU ,2
"I’m trying to open minimum 10000 balances account but your system open wrong account 
I’m telling your video kyc Costomer care he told me you try ofter complete video kyc 
Then I’m contacting your customer support team they said me wait for some days this not good 
Plz close my this account immediately and send me details 
Plz try to help and close this account immediate 
Thanks 
Rajesh Rathod ",0
Happy to open the account in IDFC bank,2
ar vkyc i already gave digitally signed and detected pan all processes gave but still vkyc is pending in system so i am going unhappy no intrest about the bank custommer ,0
Fast ,2
"Happy to open the account with IDFC bank and it’s process, Jitendra really helped us and guided in each and every situations.

Thanks a lot team 🤗🤗",2
Good experience ,2
Happy with idfc,2
Nithing,1
"No Thanks
",1
Good ,2
Excellent ,2
Good,2
"Everything is good
",2
Only one thing please keep this quick and easy overall costumer services for future also. We should receive same or more better services in future ,0
Good,2
Happy with IDFC ,2
Good,2
Excellent ,2
Excellent Services ,2
Good Service By Ruchi Sharma,2
"Happy with idfc first bank, exellant service...",2
"Mr Umesh Savaliya and Mrs Shimoli both helped in opening account.
Fantastic process.
Very happy ",2
Goood,2
All good!,2
Nice experience and I want to reopen the account soon ,2
theres a glitch in the location sharing option as it didnt work for both computer and phone,0
"service simplicity is very much required for a an account holder this banking system is seems to be  like that  onother thing is security issue. in the way  I have been gone through the video kyc process, its really could make me confident about security issue. ",1
It was nice experience opening the account. The shortest time taken by the executive to open my account was really awesome. I would recommend my colleagues to be a part of your esteemed bank. In future I would like to grow with you. Looking for the best.,2
Open more branches.😀 The nearest for me is 7km away.,0
Mere ko bus Bank ka branch 203. Sharad bus road Post office ke pass wala main chahie,0
Happy with idfc services,2
Happy with service,2
"Thanks for ur bank staff Pitrucha Mahapatra for her communication and clarity about account features and faster account opening process, thanks a lot",2
Good,2
Happy గా ఉంది ,2
"In the app the minor account is not showing on the first load of application also debit card is not showing up.

In the Internet banking I couldn’t change the logged in account to minor also debit card is not showing up.

Needs improvement in the u/g account related in app and internet banking or need to provide exactly what can be done with the u/g account.",0
nan,1
Harendra Singh ,0
"As already informed, welcome kit still not received",0
Have a direct online process for joint account ,0
Excellent services,2
Very good 😊😊😊,2
so far so good for now,2
Nothing,1
have a gr8 experience with ur bank,1
Choice of Branch should be left to the account opener,0
Please add support to Samsung Pay for yout Debit Cards.,0
Good service ,2
"Best services beyond my expectations &  experience, from the heart I respect & Appreciate overall experience,  please keep it up. Really I once again I solute & Appreciate the services & cooperation extended by the agent, sorry I am not recalling the lady's name. 
If you can identify please convey my regards.
Thank you ",2
Good,2
Mate IDFC bank credit cards gudika mor faveret mu credit cards ku use karibaku chahuchi,0
"1. Modus operandi is amazingly well structured as far as opening saving account is concerned, however, provision of single point of contact / solution could be thought of in respect of any requirement of IDFC First Bank Credit Card and/ or any other banking/ related services are concerned.

2. I personally would like to get IDFC First Bank’s credit card, if feasible.

Thanks with regards,
Wing Commander Ajitesh Kumar 

",2
They saying nothing will charge on my account but after I opened they showing 500 rupees will charge if I not manage 10000 in my account ,0
 all good,2
Have not anything right now ,0
Haven't received my kit yet. The agent said that he will get back to me but he hasn't ,0
"Hello sir 
  May loan leneke lie aplay kor rohithi ",1
Help in changing my phone number.,0
"Help manage customer relationships effectively, with access to customer history and preferences.",2
Good,2
Hi irfan,1
No,1
good bank ,2
Everything was good,2
Not able to do video KYC.. I am currently in USA to visit my daughter. There was a message that KYC is not allowed at my current location ,0
"Hi my name is sadath 
It's so easy to open the account with in 2 minutes ",0
Good ,2
"hi
its amazing how fast i could open account with you. SBI took one month for OD facility for our business account even though we have been with them for 14 years and never took a loan.

I have different requirements- personal, business, commercial construction etc. May be, you can give me one contact who can assist me.",0
"Higher interest rate and home service, Thanks ",2
Nice ,1
"When sb account is opened online, the message
should come that the cheque book and atm card will be delivered to our address. But in my case, I got about cheque book only. Becuase of this, I had to enquire at branch. However, they told that the atm card will be sent along with cheque book.",0
"

",1
Hjkk b,1
"The welcome letter mentions that Cheque book & debit card are enclosed with it but I have received only Debit card. Cheque book wasn't there in the envelope. 
You could've simply actually enclose a cheque book along with welcome letter",0
Credit card ,0
"Since i did not get minimum account balance as promised i no ലോങ്ങേര് wish to operate the account. Pls close it and give me മൈൻഡ്. Balance account. Else it will be dormant.

Pls do the needful.
I opened the account online and want to close the account online as the branch is far away from my location.
Or else i close my CC also later.
",0
Good Service ,2
Good experience ,2
Home service on call,2
Ok ,1
না,1
"Very good bank 
",2
Nothing can be more perfect ,2
Hope it continues in same way going forward ,2
Good bank ,2
Horrible third rate service.,0
How many times I have to request to complete the process of Joint Account ,0
"How much to save and i don't get more 7000 thousand on mouthly 
",0
I  want to experience the services before commenting.  I am also a shareholder holding few lac shares. I want to observe the Bank gor sometime.,2
Bank staff awesome ,2
"I am a Union Bank manager my experience 12 years my gross salary 110000 
 My net salary 51000
 I applied personal loan but cancel my request why are cancelled my request I display in IDFC bank 

",0
I am Glad As A IDFC Account Holder,1
"Lots of misleading information provided during the account opening process and consistently poor customer service experienced thereafter.

From delayed activations to unclear communication regarding customer id, the experience has been far from what was committed.

Even after repeated follow-ups, the service quality has remained subpar, with no accountability or proactive support from your team. This not only causes inconvenience but also raises questions about the integrity and professionalism of your service standards.

Looks like very soon I will be forced to close my account.",0
Good service ,2
"Good services 
",2
"Zero Balance Accounts are the need of the time and business, and family too.

Thank You.",2
I am happy ,2
I am happy to open savings account ,2
Good service.think about poor man he cloud not maintained balance so Open zero balance account for their.,2
You could add more account types with lower MAB also. Otherwise good so far.,2
I want to open zero balance account ,0
Good,2
I am happy with the application and service provided till date ,2
Very good experience while opening the account ,2
Very nice your bank any transition ok,2
"This is very good bank , I loved it 
",2
I am happy with the current process and options provided. Thanks,2
"I am highly satisfied with the Bank
",2
Best bank i would choose.....,2
I am impressed ,1
It a good savings account for me nice.,2
Providing Outstanding support to open Saving Account within just two minute,0
No,1
OK ,1
"Good service 
",2
Good ,2
"Relationship manager was not helpful, hence walked in to nearby branch and got it done.",0
Improve customer service and call back and follow up properly ,0
nan,1
Best experience,2
"For staff knowledge and smooth 
process ",2
Good service ,2
I am interested ,2
Glo,1
I am live in nashik maharashtra but my brach address was madhya pradesh??this is a lack of service ,0
"I am new to idfc , so I will experience day by day .",2
I am not getting option to view transaction details of Saving account,0
Good staff supports ,2
No,1
"I am not interested,pl close my account immidiately",0
Good experience ,2
I am not satisfied ,0
I am really happy with IDFC Bank,2
Nice experience ,2
"I would like to give my gratitude towards the employee who sourced my account Mr asim , He took 10min only to process my account ,Also the application process of onboarding in Idfc is very impressive. 
You should hire good employees like asim..

Your new customer  - Anchal choudhary.  ",2
No thanks ,1
I am so happy because I love this bank 🏦,2
Good ,2
I am so lucky because i choose IDFC FIRST BANK ,1
I am still waiting for the updates on the up gradation of my account. Though I have applied it a weeks back. No communication or waiting time of my account upgradation. ,0
Hlo,1
"I am trying to register from my mobile but unable to send sms, though i have subscribed roaming.
Need further guidance on how to register.
Thanks 
Regards,
Neelesh kumar
+917738787536",0
I am very grateful for the excellent service they provided me. Please Active my DBT Services.,2
Nice bank idfc,2
I am very happy ,2
Best option ,2
Overall good,2
NO. THANKS ,1
"Issue with Name captured on Debit card and account
Surname is captured instead of first name on debit card the same is delivered, now if I request for new debit card with correct name bank is charging the amount for the same.",0
i am very happy ,2
Good service ,2
I am very happy to open an account in your bank because the transfer limit in it is up to Rs 100000 lakh,2
"The agent handled everything, explained the process and made it easy for me to get the process completed... I really appreciate her help as I have limitations due to my age.
I reckon such service from your staff will help you enhance the business, if consistent.",2
"I am very happy with this bank they provided excellent service 
",2
nan,1
"I an happy with the current process
",2
"I want CREDIT CARD CO BRANDED WITH HPCL BUT NOT AVAILABLE WITH MY BRANCH AT SANGLI. DISAPPOINTED. ☹️ 
 ",0
I attract to enjoy your banking facilities which are not provided by other banks,2
I didn't get cashback on UPI but I got message win upto 50rs,0
Good,2
"Close my account as I am not gonna to pay any charge on account of minimum balance is not maintained. As said is feedback, closing request was raised within 5 min after opening the a/c.",0
I don't have any word for bank my money but can't use why ,0
None ,1
Good services ,2
"Overall banking service is very good but the credit card application which I applied the executive is not visiting the office for a verification and currently we are doing hybrid module, I can be available only on Tuesday Wednesday and Thursday but the executive is not ready to visit during these days, it is so bad.",0
"Good service 
All charges zero fees
",2
Good services,2
All good ,2
Nice,1
Nice experience,2
Good,2
It's a good experience with IDFC BANK ,2
No,1
i dont have time,1
"Nice service provide by bank I herty thanks
",2
"I don't want to receive promotional calls for loan Insurances and other kind of promotional calls and emails and messages
So provide an option for DND Options ",0
"good service


",2
I don't want to waste my time because you never improve the services,0
"I had requested to change my number to UK number from Indian. Took almost a week to do. I filled out form and emailed with passport. After I check the updated number it turns out to be a wrong number, in spite of being right on the form I filled out. ",0
"I had to chase with the RM for almost a month to get the things sorted... The timeline promised was never achieved and every time a new date was given that things will be done by next date. Finally I got the confirmation only after writing to the banking services team.
",2
I have a saving account o reponselble customer service and care res,2
I have already provided my feedback and concern in the previous comments,1
"All good

",2
"While opening account by default mobile number is taken which was linked to addhar card, there should be option like mail id was asked similar way phone number to be link with saving account to be asked, in my case mobile number linked to aadhar card was my father number now that number is linked to my account so I need to change that kindly tell what to do.",0
Good Experience,2
Nothing,1
I have an account with Axis and HDFC satisfied with their services but experience with IDFC First extremely excellent and reliable ,2
Yes,1
Very nice ,2
"I have current account for > 10 years. While operating NET BANKING,  I found that both current and saving account is operated by a single username and password.  I need both separate.  Is it possible? ",0
All is good.. But i have travelled outside india. And im not able to do video kyc. Kindly advise a alternate option to complete the kyc,0
"I have download idfc First bank mobile app,, but it's not registeing in any mobile,, ",0
"On screen it was showing 0 balance account opening, but account requires quarterly balance 10000/-.
Debit card has no offers like lounge access.",0
I have explained in earlier steps ,1
I have funding in my account since 5 days but still I am not able to withdraw it,0
"Overall experience was great, specially the Onboarding was smooth & relationship manager Yash Chavda have been very helpful for opening my NRE account, He told me each and everything very specifically & made me understand the benefits.",2
Great but you should provide credit cards also if customer have good credit score like me 746,2
"I have not any queries, but I want to invest your bank some scheme like Mutual Fund, FD and ect... But I want clarification of this schemes.",0
I have open savings acccout only 7 days you freeze my accout why ,0
Hiii,1
Very good ,2
I have raised request for demographic changes 2 weeks back to change my no. Still its not done??,0
Good communications and super response so like this bank ,2
"I have submitted my feedback. Thank you for reaching out — I appreciate your commitment to enhancing customer experience.""",2
"There should be a clear requirements for the account opening of HUF. It took close to month. Questions were while having visit at my home from parents that I have applied for some loan and bank wants to know if my home loan is going on n how much is it etc. It was simple saving account where I'll lend money to bank and not other way around. 
At least have common sense while asking sensitive questions from the parents. If I would have applied for loan then bank must have asked the kidneys I guess.",0
"The choice of branch could have been provided to the customer
",0
10000,1
All good ,2
"Please open more branches, at least one branch in every district. In my case the scarcity of branches made some problems.


",0
"Very nice 👍👍👍 
",2
I like Banking prosse,2
I like idfc bank service.,2
Good Service and Executive skill ,2
I like the way you treated the costumers ,2
I like your team service ,2
I liked all the features of IDFC first bank very much. ,2
"Please assign a RM from the branch in which the account is opened for ease of banking experience
",0
Nothing ,1
I lived it there,2
"Everything things was fine, But KyC is the issue…why not consider original aadhar card for video kyc, As I don’t have my original PAN Card carrying with me…I did went to bank as well for physical kyc..and they Did it with physical Aadhar…however till date my kyc details are not updated in the app",0
NO,1
VERY GOOD SERVICE AT ANY TIME.,2
Not only opening account better to know customer problem also please that's first thing and good thing. Teach customer service to speak proper giden way ,2
Good ,2
I love IDFC... 👌,2
"If a dedicated Onboarding Manager is provided - a response when ever a customer has a query or issue should be addressed, not just assist until the account opening is created and leave him blank once that is done.",0
Na,1
Good people in branch sagle estate thane . helped out on time. ,2
Super ,2
"Despite being a Wealth Customer with Wealth Debit Card, Credit card and Fastag, I am still getting calls for savings account opening and credit card issue.

This is completely rubbish and undermines the great products you have in offering and the customer experience and equity IDFC Built, please stop all new outreach activities for account, credit cards etc 

Please stop",0
Nhi,0
nan,1
I love this bank ,2
Good ,2
virendaervirendaer57@gmail.com,1
I m satisfied with communication with agent. Thanks a lot,2
no,1
Good ,2
The online video KYC process approved my identity but then I still received a phone call from the local branch to visit it in-person for further verification. When I went there they said that it was not needed. That was a bit annoying. Perhaps IDFC needs to update its database's back-end system to be faster.,0
Always help your customer n understand her to give good benefits..thank you ,2
I mailed my concerns but no response.,0
Best way to open a zero balance Account.Thank you IDFC FIRST BANK.,2
"I need offers on idfc mobile app.Otherwise, I would have to close this account and I am planning to start an FD which would be transferred to some other bank in the near future.",0
I need tamil customer service and tamil customer care executive ,2
Exllent ,2
"I need to deliver my savings account documents to my change address, and my my account defreezed ",0
I Now use idfc bank few months wait I say feedback ,1
"As for opening account, more details must be given about ALL features of the banking services ",0
"Tell saving account details ex minimum balance 
",0
"No, all was great 👍",2
Good ,2
Average balance maximum 10000 best option ,2
"provide me a fuel credit 
card ",0
I really excited to this ,1
i stil dun know wht kind of acc u have openeddetails are not showing so iam not being ableto usethesame ,0
Thankyou ,1
"Bank app is very good 
Sab kuch ache se samgh aajata hi bhut aacha aap hi
",2
Great experience for the first time in my life.,2
I suppose to open joint saving account in idfc bank but during account creation i couldn't see that option and my individual account has been created 😞. The link from website was suggesting click here to open joint account and later no option was found. ,0
Should have intimated that there is no need for physical KYC and video call is going to be enough. Also brave browser has not been optimised for video call only chrome was available.,0
"You should Improve Your Debit card Vault Section, it's Totally tough to find Debit card in App.",0
I think all is ok,1
I think I don't have any comments regarding the open account ,0
"The peocess was made seamless, as the agent kept in constant contact, in delivering optimum support, in setting up the account. Their effort is truly commended and should be a model for others. I am not sure what else needs to be improved, as the help was beyond expectations.",0
நன்றி,1
"The welcome kit mentioned cheq book, but it was not received. 
Also I wanted to change to a priority account, that facility wasn't there.",0
Good. Nothing for now,2
Nhi,0
" I must say the entire process was smooth, efficient, and pleasant. From the warm welcome by the staff to the quick and transparent account opening process, every step reflected professionalism and customer care.

I truly appreciate the bank’s commitment to customer satisfaction. The team was helpful in guiding me through the formalities, explaining the features clearly, and ensuring I felt confident and valued. It was a refreshing experience that left me both happy and impressed.

I'm genuinely glad to be a part of the IDFC FIRST Bank family and look forward to a great banking relationship ahead!",2
"Gugjdj
",1
Debit card visa Platina Dena chahie,2
"I told the bank relationship manager about the nature of transaction i would undertake, even though it was beyond the maximum net banking transfer limit of INR 20,00,000.

Now it is taking time to increase the limit which is affecting my work ",0
One personal relationship manager should be assigned and application experience can be better.,2
I like the account especially IDFC app it has all the things like UPI and other at one place,2
Good services ,2
I want to change my mobile no. Now . Please help me ,0
good,2
Excellent Service,2
"Good
",2
I want to close account permanently kindly do the needful I don't want to use IDFC first bank ,0
"Good experience from the agent , prompt and good response.",2
Good service ,2
"Great, but I did not received any check book in welcome kit",0
"Freez the account on day one of opening the account and then try delivering the kit instead of letting people use account and deposit funds and then trying to deliver the Welcome kit and later due to courier people laziness, blocking people from using their own money ",0
Good bank,2
Na,1
I had a nice experience with your bank for opening saving account,2
i want to close my account now ,0
"Verification carried out by Mumbai Branch took too much time.
I submitted my documents in Sector-57 Bestech Branch. I am a resident of Mumbai, so they need to carry out verification of permanent place of residence. That took almost 2 weeks. Given the fact, a person visited my Mumbai home very next day when i submitted the documents.
How can a person sit on 2 weeks for completing the verification process, because of which this branch could not go ahead. I had to request both the branches to speedier the process. That should not have been the case.",2
I want to open my account new bank idfc first bank,0
For physical kyc staff is good response,2
I wanted to upgrade my savings account ,2
Online account opening is difficult ,0
Good 👍,2
"I was eligible for private account so this was for upgrading my account to private account.

But one thing i dont understand why there is need to open new account and not upgraded existing. I already had wealth account, to upgrade also again opened wealth account. I really dont understand this logic. I dont even understand this logic.

 ",0
Overall Good experience. Staff was courteous and helpful.,2
"I was getting emails to find the account even before my account is activated. It is better to start sending those emails after the account is removed from the total freeze. It is better to update the status also to customer, not to perform any action until total freeze is removed.",0
"The accounts were supposed to be active within 34 hours of welcome kits delivered however since last four days there is no change on account status nor any update why there is a delay and when these will be activated.

",0
Please bring a zero balance account or low amb account as maintaining 25k/month is a bit difficult for me as a student.,0
All good,2
All good,2
I was offered  zero balance account. However account opened is showing 10000 minimum bakance.,0
Need explain more about eligibility credit card option at the time of account opening ,0
No,1
"Great service
",2
Mobile app error issue,0
"I went for salary account but opened regular savings account saying it it convert in to 2fays ir respectively of given all proofs and said pre approved cc but got rejected (then why pre approved) don't known the reason 
",0
Easy and fast process app is also very easy,2
"Very good but too many verification after tranx, may reasons for irritations. ",2
"I will be closing this account as what was assured to me has not been provided. The sales executive confirmed to provide a locker along with savings account. Once the account formalities were completed, he mentioned no lockers are available now. ",0
Nothing ,1
Great to have connected to idfc,2
Uuuyu,1
Overall experience is good for account opening ,2
I will close the account because of this issue,0
"Whenever I go to Panjim branch,there staff treated very good specially Shailesh Sawant Sandesh Vaidya and Shreyash Bandodkar they are very good and very helpful. Overall experience is very good with bank.",2
Nice experience in opening an account ,2
i will try better seving improve my account ,0
"My overall experience was good. 
",2
I will update after using banking.,2
I would like to upgrade my savings account to premium savings account however there is no option to upgrade as of now on your website.,0
I would prefer the nearest bank for easy operation and doubt clearance in person for rapport.,2
I’d like to have overdraft facility as well whenever bank plans to launch it.,2
"Video KYC unable to process on time, due to pan card not clearly capturing",0
"Iam a serving armed person, i hear about idfc salary saving account and its benifits from my colleague,, but now i get atm card of normal saving account, how can i change muly account from saving account to defence salary account",1
Very nice service customer support processing time in every field ,2
Iam senior citizen interest  low consider it,0
Iam so happy to open Account in IDFC BANK,2
Good ,2
Idfc agent helped me alot thank you iam happy 😊,2
Thankyou ,1
"IDFC Bank 
",1
Idfc bank ek अच्छी bank हैं ,2
Nice service ,2
"Idfc bank fu hers is super 👍 
👍",2
Idfc first ,1
"Worst experience to VIDEO CALL KYC , Still not done , they told me to go and visit branch office then what’s the meaning of digital account opening ",0
"IDFC first bank 
",1
"So far it was all good . I chose this bank because there is no extra charges for sms alert , atm and things please do not change these


",2
i had applied for credit card... but offer given to me was lower than other competative banks. so i had to decline,0
"IDFC First bank bahut aacha bank hai 
Bs mujhe dikkat hai jiro belens pe khata kholna chahiye ",2
Good,2
I would like to suggest that the customer be allowed to change the user name atleast once in lifetime for the existing customers for additional safety in course of compromisation the net banking personal credentials in lines with the ICICI Bank as it happened in my case. This may require in your policy changes but would go a long way as a additional security measure of the customer who have become victims to the fraudsters due to negligence or otherwise.,0
IDFC FIRST Bank team members Mr Swapnil Ajamera and Mr Zade is helping and cooperative. Spends time with myself and my mother. ,2
Ok,1
Yes,1
"Staff behaviour achcha nahi hai bohot hi ghatiya hai jismein se ki aapke dost aap pili kothi card road Moradabad Uttar Pradesh branch ke do staff bahut hi bekar hai No.1 Suman Singh mobile No. +91 85320 72024
And No.2 Charan mobile No.+91 96902 62550
Maine abhi se pahle itna ghatiya staff kabhi nahi dekha ",0
IDFC no bank in India ,0
"Excellent service
",2
Nice work,2
"Good
",2
iDFC was use friendly to use ,2
Good 👍,2
Best ,2
Everything good . I like it ,2
The assigned banking expert by IDFC was very helpful throughout the process.  Everything went seamlessly and efficiently.  Hope this experience continues as I use banking services now on.  Thank you.,2
The bank visit service is not good at all. You can  not deposit the money in the branch fiscally.,2
"I've changed my address but it was not updated and the ticket was closed before updating my address. Because of that my debit card was not delivered opened a ticket again now my address is updated hopefully I should get the welcome kit and debit card this time.
",0
"IDFC બેંક સરસ કામ કરે છે . ગ્રાહક જોડે સંબંધો સારા રાખો જેથી કરી ને ભવિષ્યમાં બેંક ને લાભ થયા.
દેશ ની એક નંબર બેંક બનવા માં અમે તમારી સાથે છે. એવી પ્રોડક્ટ લાવો જે કોઈ બેંક પાસે ન હોય.જેથી ગ્રાહક idfc માં જોડાય.",1
"If I find anything, I will surely give my feedback.",2
"Everything, The process and the staff were swift, fair and clear. ",2
Good,2
இல்லை,1
Good Services,2
If my issue is not resolved then it is an mis selling and it is RBI violation ,0
"If u can make it zero account then it will fine , because i already use others bank account and salary account so it is impossible to put a 10k each month in this account soo either make this zero account like other or gave the steps to close the account as soon as possible to avoid any inconveniences ",0
Yes,1
It’s over all a very good experience. ,2
"Yes
",1
"If you are genuinely interested in taking feedback , pls call back on 9920133193",1
"Still now I didn't get welcome kit 
I didn't get any call also
",0
If you are giving offer to someone please give them that exact offer.,0
Ilesh Vaghela and riya raval both give proper response when account open and process of locker.,0
No,1
nan,1
"Ok
",1
No,1
Im subash vishwakarma ,1
Good,2
As of now everything is good,2
Varry Good and fast thanks you,2
0,1
Great Experience With Idfc first bank .great Experience With Idfc first bank ,2
"I recently opened an NRI account with IDFC FIRST Bank, and I must say the experience was absolutely wonderful. From start to finish, the entire process was smooth, quick, and hassle-free.

The bank's mobile app deserves special mention the user interface is intuitive, sleek, and extremely easy to navigate. It made every step of the onboarding process seamless and efficient.

A big shoutout to Riya from the NRI accounts opening team. Her support was exceptional, she was prompt, courteous, and extremely helpful throughout. Thanks to her guidance, my account was successfully opened within just one week!

I’m genuinely impressed with the level of service and the modern digital experience IDFC FIRST Bank offers. Highly recommended for anyone looking for a smooth banking experience, especially for NRI customers.",2
Good Bank ,2
Insurance facility for debit card higher limit ,2
I'm Very happy ,2
"Overall Im happy to say that the service is really good.
",2
Improve agent of contact center quality ,0
Good experience,2
"The e-kyc process was a bit technically taxing considering how frequently the connection was lost and how different executives come in and out of the process. I guess maybe that's part of the KYC process. Anyway, it's a decent and simple process in its entirety. Thanks for it. ",0
"Nothing. I am very happy to be a customer of IDFC first Bank. Never  Before ,the ease of system. Continuously monitoring. Fine, thank you very much for your service. ",2
Improve and test your systems first and then launch offers ,0
Improve mobile banking app,0
The process was very nice. The customer care response far exceeds other top private banks in market.,2
Nice,1
Excellent ,2
Improve NRI services specially for transactions are continuous declined from your side,0
It should work same way in all the IDFC bank not just in metropolitan city ,0
Improve your online services it frustrates customer when anything is loading or buffering ,0
Good,2
Village ariya me kam kam se 5000 minimum balence tak savings account number khole jane chahiye or online paletfaram par offer jayada se jayada mile taki costomer or aakrshit ho khata kholne par..or kuchha chhoti moti jarurate jaise vilage ariya me lon suvidha.minimum balence se jyada katoti nahi.branch suvidha.tatkal kais lon kam se kam byaj dar...aadi ,0
Increase ATM deposit machine none of them working. Increase ATM,0
"Bad service 
",0
Good ,2
Very nice ,2
Nice,1
Increase rate of interest on savings account ,0
nice banking,2
Good service ,2
"No

",1
"Thank u for your kind behaviour 
",2
Rgrbrv,1
"Yes, since the account opened I haven't received any WhatsApp updates about balance and account updation. This surgery message was the very first WhatsApp message I got from your bank",0
Very good service and experience ,2
Video KYC is a hit and miss. I got disconnected multiple times during the Video KYC. Video KYC was finally completed but we had the branch contact me and physically verify my documents before the account opening was complete so not sure why Video KYC itself was not taken as the final step,0
"Indermeet is well versed about banking products and helped me in selecting the right product . 
",2
Ok,1
Nice,1
Send KYC person physically at home,0
"Install atleast one atm for deposit and withdrawal in Kalina area
",0
Insurance feacher ,1
Good service ,2
All services was good from Matunga East Branch ,2
Integrate Loan against shares facility in the app. Would be useful.,2
Just open the Branch in satna Madhya Pradesh specially ATM machines ,0
Poor service ,0
Super,2
Interest rate and monthly. Interest debit in to account,2
Nice I'm enjoying the savings account ,2
"Everything is good, but online usage of my card is not activated yet, it's showing limit 0, please fix that",2
"Isme ek suggestions he ki kise bhi death ho
Vo usme cover hojana chiye.
Baki sab baraber he.",0
Overall good,2
Slabs on minimum monthly Average against the benefits against the same to be clearly explained to the customer before opening the account.,1
"It already seems promising. I hope the services will meet expectations, and I look forward to having a 2 experience with your banking services.",2
Overall good experience,2
Liget accuracy account saving informative related personal saving account should confis configurable matching related with other bank link in my particular account like Google pay.,0
GOOD,2
"It God working 
",1
"KYC का कार्य कई बार प्रयास करने के बाद भी पूर्ण नहीं हो सकी है कृपया केवाईसी पूरी करने में सहयोग दें, तभी तो मैं आपका ग्राहक अच्छा बन सकता हूं,",2
If its branches become available everywhere then it will become easier for everyone to trust IDFC bank etc. or the users of ISH will also increase a lot.,2
"I have not received the Welcome Kit till today. I am getting sms daily saying that today it will be delivered, but nothing happened. Since I didn't get my debit card, I am unable to draw cash or use gpay. Please deliver ASAP. ",0
It is easy to do all banking operations ,2
"I give zero rating because it is takes more than one month to open my account. Also,while registering my mobile number in data entry, your team has mentioned wrong number. So that's why I'm not able to register for mobile and netbanking. I requested to the team to update my number almost one week time there is no update yet. Additionally, still not receive the welcoming kit. it's shows that how poor service IDFC is providing to their customers. Extremely disappointed with the bank and never recommend to any one to open the bank account in IDFC🤬",0
No,1
It is ok. ,1
Plz arrange Credit card easy proses ,0
"Easy khuli gyu bank account 
0 opening account 
,😊 good  experience 👍",2
No thanks ,1
"When we asked for new account and locker for my wife, they asked for an investable first and they hesitated to open account with 10K balance and insisted to open 25K balance one. They are not ready to share any data proving that. If you are not willing give 10K balance one then why you show it as banner on website.
",0
It' okay ,1
Good,2
"It took over 15 days to open an account. Whenever enquired always received same answer, it will be done by tomorrow. ",0
"No this experience was really nice, quick & with all your perfect processes in place.

Thank you 
",2
No 0 balance account ,1
Hnji ,1
it was a 11/10 experience. definitely would recommend. ,2
Good ,2
Having people with known local languages for video kyc,0
Credit card ,0
THANK YOU SO MUCH FOR GIVE US BEST EXPERIENCE.,2
जी सिर वीडियो kyc नहीं हो पा रही है क्यों कि मै इंडिया से बाहर हु मुझे इंडिया ने एक खाता की जरूरत है पैसा रखने के लिए और kyc नहीं हो पा रहा है ,2
It was a pleasant experience ,2
It was a wonderful experience.,2
Very help ful staff ,2
Excellent ,2
Good service ,2
It was absolutely seamless process and special thanks to Ritesh Shingrupe for assisting at every level and providing a wonderful customer experience. ,2
It was an amazing experience and specially Divyesh made it possible to make it easy.,2
Evrything is perfect ,2
It was easy and very cooperative process to open a Account.,2
Very nice ,2
"It was easy, to open account and it easily to use it and everything instant net banking and stuff",2
It was fantastic experience ,2
Zero balance saving account,2
Very excellent services by Manish Goyal BOM of Barnala branch and very easy use of mobile app,2
Nice experience while opening the account ,2
It was quite easy and quick.,2
One of the best bank of india ,2
"Please increase your branches in rural areas where people ready to deposit lumpsum amount and willing to get monthly interest 

If you people focus on rural areas you will wonder how your growth 📈 will be afterwards ",0
Nothing,1
It was really bad experience! That's why i didn't continue with the account services.,0
It was smooth and easy onboarding of new customer ,2
"The account was for Mrs. Sharayu Hibare. The primary reason for opening the account was for trading and it was clarified during account opening that it was to be a minimum balance account.

We were told that there is no option to open such an account and were insisted upon to have an account with 25,000 as a minimum balance. We categorically declined and when this was done, both the agent and the branch manager were unhelpful, and we were told to come to the bank to submit a letter to the same effect.

How is it possible that for a senior citizen, there is no option to open an account with minimum balance???

This is a very unhelpful way of assisting any customer, needing an account at your bank. We have two other IDFC bank accounts, but are very disappointed with the service that Mr. Kiran and this particular branch has provided.",0
"It was very easy and convenient fir me the agent just took my adhaar and open my account in mins 
Well knowledgeable person she explain me deep way... it was grt process ",2
It wld be better to be responsive in the beginning at the start instead of rushing at the end when the customer doesn’t have time to complete the formalities ,0
