text,label
document expect deliver on next day or day after,neutral
very good,positive
otp base delivery,neutral
home delivery not do,neutral
good sarvice,neutral
do not receive package ask delivery guy handover tower guard when get his call,negative
shipment not receive,neutral
excellent,positive
Plz update it's 0 balance account or not ,neutral
late delivery,neutral
receive,neutral
blue dart haldwani bad customer service,negative
please refund difference product,neutral
verygood,positive
You are already doing a great job and i am impressed with how the delivery person has ensured to give my package to my friend in my absence and how he reported the same to me.Thank you for your service,positive
best in class service,positive
credit card not receive,negative
maybe provide delivery guys number too,neutral
late delivery,neutral
satisfied,positive
definitely,neutral
saree so beautiful,positive
who get this delivery didnt receive it it banking information why this deliver without otp,neutral
material deliver in day from local office after multiple call,neutral
good,neutral
bule perfect,neutral
it dalay more than week didnt deliver my home address nobody inform me deliver bank,negative
not receive,neutral
late dilevery service,neutral
good,neutral
you deliver my passport if you have mention day before about day time of arrival,neutral
kya baat hai,neutral
Just false update for 1days taken for delivery. I have to go and take the parcel. No positive repose from customer care.,negative
very good fast service,positive
good service,positive
keep on improve,neutral
fack product pls return product,neutral
best service,positive
call me morning deliver but not deliver go collect shipment,neutral
good service,positive
nothing at all,neutral
Excelent,neutral
no call receive or no number provide,neutral
very bad maine ka saman mangaya or mere sath fraud ho gya bahut gande ghatiya ho tum log bhagwan tumlog ko barbad karenge tumko sochna chahiye kon kitna mehnat se paisa kamata h bhagwan dekhenge tumko,neutral
great,neutral
very late deliver,negative
Please provide upi transaction I'd in messages ,neutral
okay good service,positive
everything perfect,positive
good,neutral
No change requured,neutral
bad service from bludart not even km but they change delivery date day without inform their whatever their sutivation,negative
on time an smooth delivery,neutral
havent receive order,neutral
receive package safe sound,neutral
should improve speed,neutral
very good delivery experience,positive
very bad service very bad responsenot respond at all so cheap behaviour of people now day,negative
nice,neutral
delivery guy super friendlygood service all around,positive
superb service,positive
fantastic service but it small size item what expect then,neutral
aswam this product,neutral
very good,positive
it not on time a intimated delivery day revise,neutral
no delivery go collect parcel from blue dart courier it self day later even no call,neutral
cancel of my order,neutral
Better tracking details should be provided through WhatsApp channel. Rest everything is great,positive
good,neutral
on nov delivery person call me but didnt deliver packetit report that parcel couldnt deliver since not at homewhich not truefinally parcel deliver on nov,negative
bad experience,negative
very bad service,negative
my original engineering degree certificate fold damage,neutral
hand over wrong house no call make me,neutral
he take more money from me,neutral
my order no,neutral
very good,positive
Credit card ,neutral
please increase his salary,neutral
not require,neutral
nice,neutral
not receive any thing,neutral
your delivery person do not come my house he simply give missed call of one second try back that number time but he didnt answeryour local office of no help send my person your local branch collect parcelextremely unprofessional service,negative
very prompt n diligent,neutral
Easy ti understand the activation and account opening procedure,neutral
Disgusting service. Took 6 days to deliver a packet in pincode 781001. Which is on the main Road of the city,negative
"Mdm Leena Garg told us all about the facilities regarding saving account. She has opened a wealth account of my son family with 10 lacs FD.
We appreciate her for her behavior and dealing. 
May God bless her progress in all the way of life.",positive
hite not fit,negative
good,neutral
service very very poor,negative
most likely,neutral
it take day deliver shipment fom tirukovilur distance between tirukovilur office my delivery address only km for that l only go office collect my consignment since no response from blue dart side but they ketpt update false statement such a prohibited area,neutral
product damage,neutral
good,neutral
bad quality service ever see collect delivery by my own,negative
very good,positive
I want a statement of 36 months,neutral
excellent,positive
good human be,neutral
late delivery,neutral
top notch quality,neutral
fast service,neutral
yes,neutral
Very nice ,positive
office pe parcel lene gae bolte kl aao mil ni rha,neutral
no receive atm card,neutral
awesome,positive
good service,positive
very disappointed with service my product delay for more than day with no proper update this unacceptable please improve your delivery timeline customer communication,negative
very good service delivery,positive
good service,positive
would like return productwhat proceduresits alrdy break color fade,neutral
coriyar bala vyhar kharab hai,neutral
have very bad experience with your customer care executive delivery attempt,negative
consignment still not deliver,negative
good,neutral
dont recived my order parcel receive which default delivery boy receive money also,neutral
make it into delivery,neutral
nice,neutral
this guy should highly recommend manager position great guy,positive
delay delivery person call me mad confirm that he would deliver day later on my request a out of town but he do not come parcel deliver day later what shame for blue dart no way go use your service ever even product come damage,negative
fuddu service,neutral
tooooooo delay not proper response in your office week stay parcel in chrombet office,negative
good,neutral
nice,neutral
valo,neutral
we do not like product,negative
Mast,neutral
thank you,positive
very good,positive
good delivery sir,positive
very delayed my parcel lie attempt delivery,negative
didnt get any call from courtier guy it marked delivery dont know whom he give,neutral
plz hand over parcel customer or mention address only rathar deliver guard,neutral
absolutely amazing gudos,positive
rude behavior by delivery staff,negative
didnt recieve my product yet,negative
hi would like report scam do by blue dart delivery guy today he come wasnt hoke he change cod number of my mother give him k extra please report this give me call back since today sunday your customer service not respond this absolutely not acceptable from bluedart,negative
superb service,positive
suggest your delivery boy deliver at alternate address if customer live at alternate address,neutral
courier not deliver,negative
The delivery person did not return the change He said he will googlepay me but he did notKindly talk to your delivery person and aak him to return my moneyWhat kind of pathetic service is this?,negative
want change wrong product delivery,negative
what thinkis that ask customer timingbefore come for deliverycuz it might case that customer isnt available on that timing or on that day,neutral
very good delivery,positive
uhh ok ok no,neutral
excellent,positive
No,neutral
firstly he ask me come out get my delivery then,neutral
good service by delivery boy,positive
good,neutral
poor delivery process rude person,negative
item change,neutral
excellent delivery by your staff,positive
Good,neutral
delivery boy not come on doorstep,neutral
receive my parcel too late,negative
good job,positive
this point give delevery person it very dedicated,neutral
shipment miss delivery on first attempt a not available receive same thereafter multiple attempt make reschedule delivery agent never call check availability e mail send customer care remain unanswered there no provision in customer care number speak human be explain concern,negative
return please,neutral
item miss it empty,neutral
Give the exact change to the salesmen.,neutral
not receive fas tag,neutral
good,neutral
delivery person take extra money from my mother,neutral
very good,positive
No,neutral
very fine friendly quick service,positive
yesterday conversation with delivery person stressful not complaint but conversation unclear so could not successfully get my parcel deliver,negative
V hi irri,neutral
great service im completely satisfy,positive
fast delivery,neutral
good,neutral
rd class service,neutral
havent receive any parcel yet where my shipment,neutral
my order not deliver,negative
delivery person behavior nice,positive
good service,positive
The document from ICICI Bank reached the destination on 11.01.1014. However,neutral
Nice account ,positive
leate delivery no costomer sarvice number,neutral
good work,positive
do,neutral
good,neutral
expect delivery of shipment th oct but it arrive on st,neutral
dublicate product receive,neutral
very late,neutral
excellent service,positive
delivery man very polite fast,positive
person very rude when im guide him,negative
it not door deliver even after day of reach at delivery hub lastly,neutral
Thank you ,positive
verry chief third class poor service,negative
need repeat track status at least twice day that way,neutral
good,neutral
"Good

",neutral
mujhe recieve nhi huva latter mahesh agro kon hai use kyu diya gya meri anumati ke bina,neutral
good service,positive
very rudely talk,negative
courier boy rude language,negative
delivery boy very friendly very good behaviour,positive
abhi tak deliver nhi huaa,neutral
outstanding coperative,neutral
froud parcle receive,neutral
very good,positive
The parcel is not delivered. It is the wrong update.,negative
good,neutral
good,neutral
good,neutral
RM guided to the full abt each and every thing,neutral
very nice,positive
No,neutral
ive not receive complete product item miss in my product,negative
order not deliver me,negative
great,neutral
delivery partner never deliver order adresshad pick by self,negative
perfect,neutral
good,neutral
improper tracking update repeat call deliver package,neutral
delivery man extremely rude he curse in kannada first of all nykaa notify that receive product on th saturday not today friday which extremely confusing wasnt expect delivery today in washroom delivery guy call but didnt hear then rush out open door he very impatient behaviour extremely bad a if im do him favour you guy do service,negative
my order day let go blue dart store then my order give me on my hand,neutral
good,neutral
good service,positive
neet put office in familer place in all city,neutral
delivery agent too rigid,neutral
not aware,neutral
on tym delivery,neutral
do,neutral
parcel not receive do not receive call from deliverey boy,negative
very nice service,positive
not my village delivery,neutral
no customisation,neutral
pack already open half,neutral
product not come box empty we need product r our money return,neutral
very good service,positive
on time earlier delivery,neutral
my parcel delay more than day,negative
all good service excellent,positive
good experience,positive
very poor product,negative
dont know who gungun where it deliver at least code must confirm before deliver like u use do early,neutral
way she speak seem that she do some free work for u that first call she do pls ask them speak politely bad service,neutral
very good service,positive
gshsvs,neutral
good,neutral
service excellent however while send parcel delivery message try mention expected time slot for delivery,neutral
very good serviceand politely behaviour of delivery person,positive
good,neutral
Absolutely amazing delivery boy . He was  very kind and gentle .He didn't lied about how much time He will take to reach home and I loved that. He is one of the best delivery boy I have ever seen . He just came so quickly that I was shocked,positive
not deliver,neutral
good service,positive
I don't receive any call...then how would delivered marked......I didn't receive my order,negative
great,neutral
some item miss please my amount refund one eye drop nd fremov gel eye drop cyclomeyns,neutral
timely delivery,neutral
please give call before you deliver item,neutral
executive very supportive not available on thursday at home,neutral
Ok,neutral
it good,positive
your delivery person do misbehave with me he so rude didnt check my kyc just throw card,negative
product not receive,neutral
"I have open the idfc first bank ac and I was happy with bank employee as Dilip kumar,he has guide me properly regarding account opening best service 
",positive
who tf yadav,neutral
bad service,negative
delivery guy help me not in location he guven his precious time come for me tq for delivery person,neutral
No,neutral
representative good knowledge about area amicable behavior,neutral
receive book with great difficulty never encounter such useless courier service at least courier do not provide number of courier boy very tired due lack of communication finally go parcel office get courier boys phone number,negative
not recieved,neutral
delivery guy hasnt deliver at all have mark pack deliver bluedart dhl india change software setting disable sharing of delivery agent name phonr number that allow smooth track delivery of consignment moreover all of sudden all of prevoous lot of migrant pack assistant go missing give way new fresh immigrant who not contend work in india be report regularly for bad behaviour very poor service customer,negative
very good,positive
good people with good service,positive
not even receive parcel it show my name with delivered request for call back want know delivery person number,negative
good job,positive
batter price quantity,neutral
delivery agent need professional when deliver workplace they cant keep call until we pick call,neutral
No,neutral
good,neutral
good,neutral
delivery person put extra effort in deliver order exceptional service,positive
Ok,neutral
perfect,neutral
delivery person very polite good,positive
good,neutral
good but it,neutral
delivery boy ka bohot rude behavior tha,negative
on time not dilivery,neutral
I have not received any call.i am out of station and I don't know where he has delivered the t shirt .. please make the delivery person to call.and update where he has delivered,negative
last three time receive cover at my home this time delivery by refuse deliver my address delivery boy ask me come collect cover from courier office why,neutral
but need exchange product,neutral
ok receive,neutral
time pe delivery nahi hua,neutral
right time receive,neutral
I haven't received it and system showing its delivered to Me,neutral
No,neutral
receive wrong product scammed,negative
havnt get my parcel yet nobody come,negative
please intimate likely delivery time bracket of hour in advance,neutral
do fraud with me only one item receive out of three n charge whole amount n product not sme a soon in videototal fraudvery much disappoint,negative
nice,neutral
nice,neutral
good,neutral
Good service ,positive
service too poor without contact customer they cancel parcel by them self,negative
yes,neutral
Overall Good Experience ,positive
excellent,positive
good,neutral
oct se,neutral
good service delivery person behaviour nice,positive
"At present no improvement necessary. Bank officials are good, Shri Mallikarjun Katkam having good knowledge of banking with IDFC",positive
delivery guy very friendly n good but package in bad condition not pack properly,neutral
not fit well,negative
delivery not do at give addressit do approx km away from my give address,neutral
good,neutral
bad delivery,negative
duplicate,neutral
very good,positive
gud,neutral
very good,positive
do not receive,negative
allert before half hour of delievry should give reduce time waste,neutral
must recommend,neutral
didnt receive parcel,negative
service average,neutral
not god dilevari,neutral
good fast service,positive
very nice,positive
hhja,neutral
can give call customer,neutral
great person delivery guy,positive
get fraud product from your company want my money back this second time,negative
never order this shipment nor it get deliver my place,negative
nice delivery person,positive
not satisfy,negative
person receive,neutral
Good work,positive
it good,positive
thanks,neutral
good service,positive
horrible service,negative
"ഉണ്ട്
",neutral
nice,neutral
im very happy,positive
my order not receive delivery boy any other person my order deliver,negative
receive product when keep it outside delivery boy come again n tooke it this not acceptablei want my stuff back,negative
thanks for delivery,positive
delivery fake,neutral
very arrogant delivery person fight never use blue dart,negative
yes khonw,neutral
though present at home delivery boy deliberately didnt call me n mark consignee not available,neutral
good service,positive
very bad service,negative
not deliver my address delivery in blue dart office km distance very bad service in delivery,negative
exlent,neutral
very indecent guy deliver someone elses packet,neutral
I have not received the shipment. How does the status show delivered to self? Check and revert,neutral
delay but correctly do,neutral
best service,positive
didnt receive order,negative
not receive,neutral
by deliver fast,neutral
good service,positive
dilivery time but recived,neutral
expect date nov collect nov on office delivery not proper,neutral
mera parsal nhi mila h ap log kese deliver dikha rehe ho,neutral
keep on,neutral
thank you,positive
There should be a wallet account as well that can accept money from wallets I wasted 3100 from wallet.,neutral
nothing,neutral
good sarvice,neutral
very very poor service,negative
bahut hi bakvaas cover hai mene glass vala cover order kia tha payment mujhse glass vale cover ki li thi or aaya bakvas vala or letter apne ap hi nikal rhe hai plzz guy mat lena e app se cover bahut hi ghatiya or cheap qulity hai,neutral
receive wrong product it totally scam,negative
"Help manage customer relationships effectively, with access to customer history and preferences.",neutral
aapke dwara delete add kiya gaya product kafi damage tha aap aur main yah kahana chahta hun aap kisi ke ghar per aisa product mat pahunchaiye mera jo product tha bahar se theek dikh raha tha per nahin uski lekin jab maine panni ko open kiya use waqt maine video nahin banaya hai lekin jab main panni ko open kiya maine dekha dabba ekadam se pachaka puchka tha man lijiye uske andar accessory jo bhi rakhi hui ho abhi tut jaaye fir kay hoga,neutral
good,neutral
maintain this satisfactory service a usual forever thanks,positive
mention delivery timeline during order so that customer can decide base on his her urgency whether order or not,neutral
good service,positive
quick delivery good response,positive
deliver day later of delivery date not satisfy,negative
ask customer at what time they free or ask suitable delivery timing customer,neutral
on time delivery,neutral
very good,positive
mera koi parcel tha hi nahi kya bakwas kr rhe ho aap log,neutral
nice in behaviour,neutral
we available at our home all day on st oct due delivery date but delivery delay by day on false pretext that consignee not available so we receive good on st november please improve,neutral
your delivery,neutral
maybe deliver parcel before pm,neutral
good,neutral
let all courier guy patient like today courier man,neutral
reliable,neutral
packet deliver wet magazine inside it have also become wet poor delivery,negative
wrong product,negative
wrong item deliver,negative
delivery person very good,positive
fraud wrong oder deliver order tshirt n get lady sari n cant return because of fake number,negative
good,neutral
it should have deliver on saturday even courier person update office close unable deliver it not office it resident,neutral
not receive any courier,neutral
havent receive my complete order,neutral
bad service ever see,negative
No you are already have done tremendous work ,positive
u people make u fool every time regard this order daily recived massg for delivery but none of ur courier partner deliver my order at my doorstep very disappointed this time,negative
person do not send me change amountas promise,neutral
No idea,neutral
good service your service very good very satisfied,positive
try faster deliveryand try improve all delivery staff behaviour,neutral
Whataap,neutral
very good service,positive
Told me about progressive rates of interest. Only after opening  the account did I come to know of interest rates,neutral
No idea,neutral
courier not receive,neutral
good service,positive
very bad,negative
Try to teach your delivery staff that how to talk with customer.,neutral
"I give zero rating because it is takes more than one month to open my account. Also,while registering my mobile number in data entry, your team has mentioned wrong number. So that's why I'm not able to register for mobile and netbanking. I requested to the team to update my number almost one week time there is no update yet. Additionally, still not receive the welcoming kit. it's shows that how poor service IDFC is providing to their customers. Extremely disappointed with the bank and never recommend to any one to open the bank account in IDFC🤬",negative
good keep it up,positive
not receive my parcel whom do you hand,neutral
good service,positive
out of town but delivery make sure get my parcel after return such good service thank you bluedart,positive
please return my parcel,neutral
ok best service,positive
good,neutral
w delivery driver,neutral
very very bad service,negative
dusra baj diya vho nhi hai retan karna hai,neutral
No,neutral
Nothing,neutral
good,neutral
greatb,neutral
good service your delivery executive very good polite,positive
nice delivery,positive
fair,neutral
blue dart this angry issue your person take otp for delivery but didnt deliver checkbook,negative
nice service,positive
delivery mark a customer request future delivery when have never make such request never contact by call or sms regard any attempt at delivery have personally go outlet obtain parcel,neutral
good,neutral
damage product,neutral
finally receive my package today after multiple fake delivery attempt delivery agent mark consignee not available or consignee refuse accept several time even though at home each day very poor experience with repeated false update unnecessary delay,negative
very good service,positive
nothing much,neutral
delevery boy ne delevery location tak nahi,neutral
delivery agent rude doesnt decent behaviour while delivery,negative
call nahi krte aise hi vapish aa jate hai,neutral
good,neutral
time should give in first half,neutral
great,neutral
out of parcel only get deliver correct location,neutral
delivery not on my door collect from hub,neutral
very nice,positive
didnt receive order but get msg a receive,neutral
bed bluedard delivery h address par parsal deliver nahi karate h,neutral
photo not clear,neutral
wonderful experiencedelivery guy kind goodgreat service,positive
nil,neutral
No,neutral
item not deliver do mot receive it,neutral
one item miss in parcel check with soch,neutral
for last day,neutral
happy with service one of my suggestion delivery office courier on weekday thanks,positive
intimation of status through sm,neutral
good,neutral
pathetic servicedelivery be attempt since th oct but no call or msg receivedworst customer service,negative
good,neutral
didnt receive my article,negative
do not receive order please resolve it,negative
you cheater,negative
delay by day,neutral
not happy,negative
ontime delivery good,positive
do not order specific product but recieved package from blue dart my parent pay a he unaware of this scam,negative
not get deliver,neutral
on time,neutral
keep it up,neutral
prompt delivery,neutral
bahut achha hai,neutral
No,neutral
good,neutral
Song,neutral
good service,positive
thankyou for delivery,positive
his call say come on his spot take delivery neither go back many time call his deliver at office,neutral
good behaviour,neutral
besr service,neutral
good,neutral
please update your mogappair west office address detail on website,neutral
ghar nhi hu,neutral
please tell your delivery partner not choose consignee not available without even reach out person,neutral
not recover,neutral
not deliver on time give location,negative
L&T Finance Information,neutral
dont ask for tip after delivery,neutral
delivery service very good delivery person so helpful responsible,positive
have receive wrong product please do deliver correct one product order from cherryblush hair laser remover but receive trimmer,neutral
excelent,neutral
very very good deliver in timedelivery staff also very polite,positive
delivery person do not come tk deliver package go pick it after day very rudely response from office,negative
you can call me prior you reach on location then you can do delivery,neutral
uneducated delivery people from shadowfax doesnt even know how pronounce simple name amber they dont minor sense of vowel where use e where use how dumb jahil people you keep for delivery proof write above a he write my name aber junglee jahil,negative
not good not bed,negative
wright time of delivery,neutral
good,neutral
never order this product not home when this deliver they take r from my wife,negative
chq not receive,neutral
good,neutral
good service,positive
how return,neutral
give,neutral
delivery partner not at all supportive didnt deliver package at right place,negative
wrong pic delivery,negative
good,neutral
parcel not deliver on th nov delivery boy neither come my house not contact me for delivery without any attempt delivery parcel,negative
delivery boy great good behavior thank you blue dart specialy thanks for delivery boy,positive
good,neutral
she professional,neutral
Each time order status should be given,neutral
prompt safe delivery delivery person courteous,neutral
product original address per deliver nahi huva,neutral
excellent,positive
pathetic service no call no otp kuch b nhi kisko parcel de k jate ho,neutral
no scratch on outer box by mp hamare check,neutral
good service best part confirmation text come from you by mention name of one who collect that parcel,positive
good,neutral
excellent,positive
write back,neutral
do not receive parcel at all,negative
good service,positive
everthing ok,neutral
thankyou,positive
without card delivery get message a card deliver havent receive my card yet,neutral
their response on phone call itself very bad no timely delivery,negative
professional,neutral
this package not deliver,negative
very good,positive
didnt receive parcel,negative
please truthful your customer,neutral
some delivery guys update fake reason for undelivered package like consignee not available or consignee address incorrectincomplete when there no effort for delivery make in first place how do my package get deliver today if my address incorrect they always delay delivery by day my experience with blue dart awful same issue happen with two of my friend just look at your own google review for noida sector sector office see what kind of scam go on,negative
provide good service,positive
good service,positive
Product has been changed.please change the product.Thank you,neutral
best service provide,positive
delivery men speak very polite receive my order on timethank you,neutral
good service,positive
yes,neutral
well,neutral
blue dart always perfect,positive
good job,positive
item not deliver delivery address,neutral
good,neutral
very promt polite,neutral
good,neutral
v nic,neutral
not single phone call receive itself update on sysytem an send it back very poor saw thisf feeling disappoint not expect from blu dart,negative
meet perfect delivery boy who give my parcel safe secure,positive
service very fast,neutral
excellent service,positive
self,neutral
bad service,negative
receive at ease,neutral
Next time explain properly,neutral
fraud me mc,negative
इस बैंक की सर्विसेज हमें बहुत अच्छी लगी स्टाफ का व्यवहार बहुत अच्छा लगा,neutral
my shipment schedule for delivery on nov,neutral
nice,neutral
yes,neutral
want return this order in insta they show another type of jumkas but hear totally different only in box but they tell pair,neutral
"Minimum deposit can be reduced from Rs. 25,000/- to Rs.10,000/-.",neutral
without delivery enter a delivered,neutral
Good service ,positive
excellent superb performance keep up your professional excellence,positive
good servies,neutral
late delivery,neutral
good service,positive
nobody call me,neutral
thank you,positive
Very nice keep it up,positive
well,neutral
didnt receive my order but order status deliver,negative
Very good service ang good vehiviour,positive
very bad service delivery experience bad,negative
nothing,neutral
pilz number,neutral
bit rude towards me,negative
v good,positive
service fast delivery please,neutral
not deliver,neutral
good service totally satisfy,positive
good,neutral
they didnt get deliver my house,negative
Please inform me about the age limit for the personal loan.,neutral
very good,positive
good service,positive
colour size dono meri orderko match nahi karte,neutral
very good,positive
good,neutral
my building name not include in shipping address add while request they package deliverythe delivery guy awesome he agree meet at central location deliver it by hand me after request otp for delivery,neutral
nice service,positive
good service,positive
good go,positive
good service,positive
nice service provide,positive
fine delivery,neutral
ਨੌ,neutral
good survice polite nature,neutral
parcel receive delay from it schedule delivery time,neutral
good,neutral
we not yet receive any parcel,neutral
very fast in deliver consignment not waste time of consumer iam surprise how there do this kind of woking other logistics should take lesson from bluedart inservice,neutral
excellent,positive
best,neutral
horrible,negative
out of town delivery guy handeled carefully,neutral
there no contact number on your website of any destination,neutral
order miss match,neutral
delivery boy do argument on doorstep,neutral
good,neutral
quality,neutral
do not receive my shipment your bludart track websitet show that it delevrd where your staff deliver my shipment,negative
minimal call,neutral
excellent,positive
best,neutral
always b punctual,neutral
"My account age in your bank 1 week.
Your bank total freeze done  ",neutral
it goo,neutral
very good service,positive
good service,positive
good,neutral
that idiot call me mins earlier say reach your house,negative
didnt receive any parcel,negative
Repayment facilities,neutral
nice,neutral
well organise proper communication timely delivery keep same service provide,neutral
good,neutral
get my parcel,neutral
nice service,positive
yes,neutral
package show a out for delivery time but delivery not even try first time not even call make me status update a no such consignee exist then second time delivery guy call in afternoon cut call before phone could even ring suspect that it delivery call later call again again on no but call cut continuously then in even same happen call come cut before phone rang use my phone so saw call back immediately multiple time but they cut call each time after sometime update status a consignee not available package finally deliver in rd attempt this time call come pick up person tell they come in sometime after receive my order inform person about what issue face which he say casually that people in company usually do that,neutral
good service,positive
good,neutral
you guy should give delivery driver number customer,neutral
delay delivery,neutral
package open when receive product different,neutral
first class,neutral
warest talk,neutral
good,neutral
product reach safaly,neutral
good delivery good attitude person,positive
not receive this parcel please call me,negative
good,neutral
Oke,neutral
limited call,neutral
not get it,neutral
good,neutral
request delivery guy could call before popping in,neutral
He's taken 10 RS extra while returning back the change,neutral
very professional attitude whenever he come deliver parcel,neutral
open more hub locally,neutral
Very pathetic all my material has been stolen and package was in turn. I have taken video if you Shay me what apps number I will share the documents.,negative
no thought tell because get product on time,neutral
user friendly service,positive
good,neutral
contact,neutral
very good,positive
good,neutral
delivery person courteous,neutral
very goid delivery person,neutral
Didn?t called me once. The number showed that he was calling me wasn?t mineTooo many bells non stopHuman takes time and he has to callBakwas delivery men,neutral
good delivery boy,positive
excellent delivery service,positive
delivery boy not attend,neutral
yes,neutral
didnt receive package,negative
polite,neutral
please call me again,neutral
order receive safely,neutral
parcel return but my credit card point decrease,neutral
rajesh fruit vegetable,neutral
didnt receive my delivery receive code time do not share any on of your delivery agent then how my parcel delivery do cant understand,negative
do,neutral
for st time ive get good delivery from delivery agent thanks him,positive
not yet deliver,neutral
delivery partner rude deny deliver my home even though there no obstacle reach out,negative
excellent,positive
great timing,positive
nd day delivery chahiye,neutral
good,neutral
please train your delivery agent they very unprofessional very unethical instead of deliver they behave rudely ask customer come km receive product,negative
very nice,positive
product have do not arrive,negative
very bad service no one come deliver bt mention consignee not available havent get call as well well dont use this service,negative
very bad delivery go your office,negative
delivery person do not come my location mark in website a delivery premise close,neutral
excellent,positive
good,neutral
you service cheater they supply dummy thing,negative
delivery agent not attempt deliver my product go office collection myself neither he call me,negative
delivery boys lovely behaviour very friendly,positive
not receive delivery,neutral
due delay in transit,neutral
bad service,negative
good service,positive
excellent,positive
blue dart service always best thanks,positive
HAFTA Chi Date Tevdhi 10 Tarkhe Nantar Asavi Baki Kahi Nahi,neutral
delivery not fair,negative
best,neutral
receive parcel now,neutral
seller do fraud sending water bottle in courier dtdc serve that client,neutral
pls provide information of delivery agent on delivery date because if go somewhere no of ur delivery partner call him ask time for delivery,neutral
gud,neutral
dear sir,neutral
may allow allow take delivery at your office,neutral
havent recieved order,neutral
No changes,neutral
delivery person so rude would like complaint against delivery person name chetanya so rude show attitude bad delivery,negative
very good service,positive
deliver product in time very poor service,negative
fight get card,neutral
best service possible,positive
not receive product,neutral
good work keep it up,positive
good service,positive
not good your delivery partner,negative
The delivery executive was extremely rude. He does not know how to interact with elderly people. He refused to deliver at doorstep. We live in a standalone apartment building which has a main collapsible gate under lock and key. Here it is a common practice that everyone puts the keys of main entrance down with a rope from their balcony to whoever needs to enter our building - be it house owners/ me,negative
good,neutral
it fake product package do not casio edifice product in it it cheat by seller,negative
it ok,neutral
think you guy do great with your work,positive
our package undelivered due reason premise lock but wait full day at home receive package no contact number or address available backend number useless raise complaint at last we go in search of office collect in person blue dart office do not bother contact me even though my mobile number clearly visible on package very poor service,negative
blue dart support team awesome get my resolution on fast call,positive
nothing,neutral
good,neutral
packaging not good,negative
they call me when rewuested deliver my office address instead of home,neutral
"I would like to express my sincere appreciation for the excellent service provided by Sumit/Sunita during my recent account opening process. They were professional, knowledgeable, and extremely helpful every step of the way. They patiently answered all my questions, clearly explained the options available, and ensured the process was smooth and efficient. Their friendly attitude and attention to detail made a great impression. I truly felt valued as a customer and am confident in my decision to bank here thanks to their outstanding support.",positive
not sure about address on parcel could not read go wrong address make u wait on gate for min unfriendly language,negative
like service,neutral
good,neutral
we satisfied,neutral
"My talk for the 6 family accounts as first wealth account and AMB for all account altogether 10 lakh. One account opend as first wealth and 2 as normal account, one account in process and process of remaining 2 yet to start. Now branch official calling us and make presuure to deposit 50 lakh first to move normal account in first wealth and use harsh word. I talk to relationship manager and get to know that he is ill. After 3 days I again call him and after knowing that he recover, tell the issue. I surprise that relationship manager balim me that i am lying. 
After this I ask him to provide contact number of brach head but the same was not provided. I left no other option but to raise the complain with customer care. After lodging the compalin I get call from branch head and he again ask for 50 Lakh overall relationship to upgrade the other family members account whereas at the time of account opening i was informed AMB 10 lakh or AUM 25 lakh or ORV 50 lakh but all official including branch head mow read this OR as AND.
I ask the branch head if so then I am not interested in maintaining the accounts and share him email send by branch official before opeing the accounts, in which he clearly mentioned that all account cumulative AMB will be 10 lakh only. Thereafter he ready to upgrade the accounts and promise to send a email in this regard but the same was still not received.",neutral
your compnyis frad me myorder id it prise r but you not send me myorders sari you send me very bogs sari iam return your bog sari plese collect your sari refund my r send per my order oriznel kashmiri pass sari,neutral
not get package who contact,neutral
my parcel not receive status update a deliveredi want immediate update regard same can not contact blue dart customer care a wellthis highly escalate,negative
not deliver me wrongly deliver very pathetic,negative
good service,positive
quick prompt follow specify norm,neutral
sanjeev kumar,neutral
it too pricy,neutral
good,neutral
please update your track website,neutral
"Overall nice service
",positive
User friendly,neutral
do but your come spam call,neutral
good,neutral
good service,positive
service really good happy with service,positive
I don't got any parcel and massage received delivered to kuldip How and which Kuldip??,neutral
nice,neutral
good,neutral
On,neutral
good,neutral
good,neutral
not deliver my parcel me,negative
delivery get on time,neutral
very nice,positive
on time delivery,neutral
fraud cheeters,negative
Nothing,neutral
hello sir now return your parcelorder give foot pad but receive dust in parcel,neutral
bestjob deliver boy,neutral
good,neutral
yes,neutral
good,neutral
wrong item deliver by your courier boy,negative
didnt order this product he ask me for cash which give tell him that didnt order how return it get refund now kindly look into it,negative
late delivery,neutral
excellent service have miss building no area in my billing address,positive
want return this oder want my refund back,neutral
shjjssjsk,neutral
excellent,positive
good sarvice,neutral
meter run karaya aur dhamki de rha tha lena h aake lo,neutral
want return product,neutral
not sari service nathi,neutral
best service,positive
good,neutral
nice,neutral
wrong product receive,negative
very good service,positive
do not receive,negative
good service,positive
Great features as others banks,positive
best service,positive
deliver msg should come after delivery only not hr before,neutral
delivery person good except im unable reach delivery person incase of emergency why dont you guy give customer phone number of delivery person bluedart must change this,neutral
everything great delivery experience great,positive
this product bad product accord quality payment,negative
your service absolutely good thank you for this responsible delivery,positive
vgood,positive
awesome,positive
maine jo order kiya tha vo pack fti hue u main se meri soap km,neutral
okay,neutral
this fake product please return this parcel refund my money,negative
you do totaly fraud with me because you deliver me totaly waste garbage me uder ruppess so plz first tefund my money,negative
shipment falsely state deliver me at home a write this note please ensure that consignment deliver immediately,neutral
delivery superfast,positive
ok very good,positive
good,neutral
good,neutral
timely delivred very neat polite,positive
write express my strong dissatisfaction with recent delivery of my order that suppose reach me on saturday morning but deliver only today,negative
nothing,neutral
make call before parcel delivery,neutral
