text,label,confidence
sumerans 2 attitude always help his company,neutral,0.6387128829956055
good service good dilivery person,positive,0.9070925712585449
reciver receive,neutral,0.5744850635528564
cooperative very nice service,positive,0.9489782452583313
why do they alwayscome in afternoon why otp need for every delivery,neutral,0.52369225025177
delivery boy do not give door step deliveryhe deliver village shopif get financial loss bank credit card responsible delivery boybad service of bluedart,negative,0.8356460928916931
delay without reason,neutral,0.633569598197937
didnt receive product or any call from delivery executive but my delivery mark a deliver,neutral,0.6679503321647644
Good ,positive,0.736822247505188
great experience,positive,0.92524653673172
inside glass break,neutral,0.7288892865180969
alternate number option should come at time of delivery where otp can send in case of number lose or unavailability of main number,neutral,0.7965988516807556
outstanding,neutral,0.6654027700424194
why concingment deliver late if concingment arrive early at final destination at blue dart,neutral,0.682424008846283
thank you,positive,0.7942999601364136
well service intime delivery,neutral,0.7469289302825928
I applied for UK visa and it supposed to be delivered in blue dart office Pudukkottai. Blue dart office location was incorrectly mentioned in both VFS service and blue dart website. It caused unnecessary anxious and I roamed around the city to pick my passport. Please be updated and update correct office address in your website as well as update in VFS service.,negative,0.8078669309616089
track problem,neutral,0.5504595041275024
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
gentle man at door step,neutral,0.8467473983764648
correct aqurancy time reach nice service courier not damage,neutral,0.5435538291931152
delivery agent rude building elevator issue very common doesnt make it ok for agent rude,negative,0.8907966613769531
nice,neutral,0.6387196779251099
super,neutral,0.542172372341156
just so irritating service you guy give me this time my order stick in my own city for day no one help me get that,negative,0.9780126214027405
good,neutral,0.6630253791809082
delivery information should provide day prior,neutral,0.8786059617996216
refuse come on rd floor,neutral,0.7668278813362122
nice service,positive,0.8408102989196777
dont want product,negative,0.7026045918464661
in package it use,neutral,0.7137529253959656
good service,positive,0.8297358751296997
do not get my parcel,negative,0.8807939291000366
excellent service,positive,0.9300705790519714
card not deliver meincorrect message that card deliver,negative,0.8135983943939209
when delivery time call atleast before hr,neutral,0.883874773979187
Nothing ,neutral,0.548723042011261
late deliver,neutral,0.638509213924408
not say anything,neutral,0.6099041700363159
good service,positive,0.8297358751296997
definitely happy with blue dart service delivery associate,positive,0.9749131202697754
didnt receive parcel,negative,0.8271450996398926
delivery staff adil polite well mannered,neutral,0.64644455909729
order wosen not deliver well collect form your branch thay didnt deliver,negative,0.8768146634101868
my package damage besides have fragile sticker,neutral,0.6727156639099121
v good,positive,0.8480935096740723
non,neutral,0.5393495559692383
awesome packaging very well handle,positive,0.9516718983650208
we not receive cheque book where you deliver,neutral,0.4944656491279602
good service,positive,0.8297358751296997
good support by team,positive,0.9338606595993042
good,neutral,0.6630253791809082
it good,positive,0.8429408073425293
fast secure delivery,neutral,0.553952693939209
very smiley delivery person fast delivery,positive,0.9510797262191772
every thing alright,neutral,0.6934691667556763
Thank you for showing your great example of service.,positive,0.9826868176460266
very good service,positive,0.9318373799324036
good service,positive,0.8297358751296997
thanks,neutral,0.5764604210853577
laptop damage,negative,0.7068253755569458
Satisfactory,positive,0.8801830410957336
package not yet deliver but it mark a deliver,neutral,0.7990363240242004
write this review express my absolute disgust fury with performance of this specific delivery office service,negative,0.9777107834815979
most unprofessional service have physically go collect from bluedart office our post wrongly update status a address issue while other courier deliver post promptly,negative,0.8185471892356873
have give my old house address but delivery person so polite find out come my new address thanks him,neutral,0.6381263136863708
none,neutral,0.5595242381095886
very good service,positive,0.9318373799324036
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
best behavior from bluedart boy,positive,0.8235331773757935
charge on high side,neutral,0.5710267424583435
he rude,negative,0.8401728272438049
good,neutral,0.6630253791809082
ur delivery person so rude not willing deliver parcel upstairs first floor not happy with his service,negative,0.9794120192527771
they take day find my address,neutral,0.6571766138076782
receive,neutral,0.714394211769104
frode not deliver me anything or shipment it fraud,negative,0.8960047364234924
No,neutral,0.49548888206481934
Chutiya na banaya karo hamara product change karke do,neutral,0.8037899732589722
Your servicing is already on time there is no changes you have to do.,neutral,0.642819881439209
first of all delivery person didnt visit my house there very much can share video clip cctv if require he not even bother call this first time experience force visit your out let collect so a avoid return of consignment,neutral,0.6073963046073914
good,neutral,0.6630253791809082
ok,neutral,0.4962122440338135
delivery partner not understanding very rude,negative,0.9671169519424438
very good service,positive,0.9318373799324036
No ideas,neutral,0.6120901703834534
excellent,positive,0.9086722731590271
An alert SMS of the delivery status  at each stage would be preferable rather than we checking on your Tracking website constantly.,neutral,0.6648662090301514
didnt receive my delivery this you joke eith me cant expect form your side bad of all,negative,0.9664715528488159
same a today,neutral,0.6926090121269226
bekar hai,neutral,0.5496407747268677
Put effort on delivering the exact and original stuffs as shown in the advertisement...,neutral,0.6048051118850708
material not good at all need send it back,negative,0.9631537795066833
delivery guy not deliver oreder,negative,0.7846680283546448
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
very good servies,positive,0.9097734689712524
good service,positive,0.8297358751296997
giod,neutral,0.5259678959846497
I didn't receive my parcel. I don't know why my order status has been updated to delivered when I didn't receive my parcel. I waited all day for the delivery guy to show up,negative,0.9228205680847168
delivery person call me he confirme my availability tell him available but he not deliver update consignee not available after three day my package deliver,neutral,0.67359858751297
wrong item receive,neutral,0.6588664650917053
delevery date not give me so next tym give date of confirmation which day my curier come,neutral,0.7087014317512512
product return,neutral,0.7015926241874695
delivery boy very rude call multiple time before come home call me once ask me inform people at my home that he come deliver product then he again call say should name borad outside my home for him get my home identify by him very rude delivery person bludart premium courier service then they hire these kind of mannerless delivery person,negative,0.8762038946151733
good service,positive,0.8297358751296997
deliver wrong person wrong address,negative,0.768497109413147
very fast service very happy with blue dark courier service,positive,0.9792081713676453
shiva always delivers package promptly with care,positive,0.7919674515724182
Good Service,positive,0.7633619904518127
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
we bad behaviour of delivery with rude language,negative,0.9470170736312866
bad experience didnt get order ive order,negative,0.8572166562080383
my shipment not deliver me show deliver fraud by bluedart delivery agent mark fake delivery statuswhere my shipment do they just throw it or burn it,negative,0.9487162828445435
great service,positive,0.8771696090698242
if both item order could deliver at same timewould nice,positive,0.7284855842590332
smooth delivery,neutral,0.4893095791339874
not get shipment,neutral,0.5663490295410156
not receive it how can executive official deliver card without otp if anything happen not responsible,negative,0.735416829586029
get parcel in time,neutral,0.6636691093444824
yes,neutral,0.44127699732780457
bad service ever delivery person lodge fake attemps multiple time refuse deliver shipment they give fake report say that hoise lock time they come for delivery but in reality not even single delivery person arrive for delivery bluedart trouble u from more than day for delivery finally deliver with lot of chaos delivery perosn come deliver on st october so rude finally didnt deliver shipment never see such rude irresponsible behavoior of any other logistic company delivery person bluedart hold so much reputation but see this totally belive that it not worth it other bluedart branch especially on west of india ie gujarat mumbai so much good give fabulous professional delivery but here in banagalore senario absolutely opposite for bluedart highly disappointed,negative,0.8791906833648682
nic,neutral,0.5663321018218994
Was very rude and delivered product after 1 one day out of delivery status. Was not polite at all. He was talking like he is my boss,negative,0.9432196617126465
outstanding service,positive,0.7920223474502563
very pathetic experience since wait for day for delivery at last receive from their office they not give call or reach out delivery address which provide,negative,0.8884785175323486
good service,positive,0.8297358751296997
order receive fake need file complaint on sender make cyber report on that need their detail,neutral,0.5033297538757324
No thanks ,neutral,0.5059376358985901
dont racived my order,neutral,0.5067284107208252
not receive,neutral,0.5191618800163269
all good,neutral,0.6551581025123596
nice,neutral,0.6387196779251099
you need provide correct detail have collect my book from hub absolutely messy,negative,0.7257679104804993
Very good ,positive,0.9397577047348022
delivery partner number may send before delivery avoid unwanted call,neutral,0.7701540589332581
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
brilliant,neutral,0.5764978528022766
na,neutral,0.5392134785652161
too much delay day out for delivery but not deliveredand staff avoid delivery,negative,0.9059128165245056
"Nothing to improve everything was on point crisp and clear + your Relationship Manager should be appreciated for her generous attitude and behaviour👏🏻.
Thankyou.",positive,0.9501055479049683
dont my product another product deliver by me,neutral,0.6160569787025452
good service thank you,positive,0.971651554107666
very poor very bed service,negative,0.9598010182380676
good service,positive,0.8297358751296997
if person busy hell not lift call then when they call should attend tell reason they not at all attend call itself,neutral,0.6419012546539307
nice,neutral,0.6387196779251099
yes very good muje bhut acha laga best service,positive,0.9530763030052185
would like file complaint regard blue dart delivery rider who come deliver my realme product deliver rider behave in very rude disrespectful manneras per my conversation with realme customer support,negative,0.925460159778595
delay in delivery even after get msg that ur parcel out for delivery it take day for delivery staff reach me that too careless,negative,0.7935900092124939
it wrong colour,neutral,0.5322458744049072
why scamming people,negative,0.9032154679298401
perfect,neutral,0.5335807800292969
ok ok,neutral,0.4964655041694641
despite clearly write address,neutral,0.7732138633728027
it nice,positive,0.8523151278495789
good,neutral,0.6630253791809082
Superb experience ,positive,0.9226310849189758
very good fast service,positive,0.9522573351860046
it good,positive,0.8429408073425293
delivery person drop package at doorstep leave he didnt wait ask for otp without otp how he handover package raise serious question about safety security of our shipment im sure your delivery person get key bypass otp feature,neutral,0.49853017926216125
by share delivery time slot of hr,neutral,0.8714855313301086
didnt receive order,negative,0.8029488921165466
good,neutral,0.6630253791809082
keep up,neutral,0.5858184695243835
good,neutral,0.6630253791809082
product deliver but not me number mention invalid where it deliver,neutral,0.5264886617660522
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
blue dart do excellent service,positive,0.8991272449493408
gooo wo,neutral,0.7251058220863342
no option for return refund for product because product not so good,negative,0.9151366353034973
delivery executive rude in interaction hasty in handle shipment,negative,0.8302087783813477
so good,positive,0.9629808664321899
excellent service,positive,0.9300705790519714
nice sir bhout acaha laga aap ke product nicee,positive,0.7977045774459839
fine,neutral,0.539442241191864
need return product,neutral,0.6881905794143677
delivery agent number not receive,negative,0.7208150625228882
none,neutral,0.5595242381095886
timing for delivery shiuld confirm from customer for delivery n receipt of parcel uma who reveived my call nicely n answer so could attend marriage otherwise there ambiguity for me if wait for this doc should nt miscommunication but she handle n convey rightly receievd rightly by call ask if reach home tysm,neutral,0.7169482111930847
nice,neutral,0.6387196779251099
very bad costly,negative,0.914788007736206
iam not receive any delevery,neutral,0.6240809559822083
person who come for delivery didnt deliver it my apartment but leave it with guard saheb,neutral,0.5834611058235168
very very good service,positive,0.9534962177276611
keep it up always,positive,0.8050466775894165
nice service,positive,0.8408102989196777
excellent,positive,0.9086722731590271
he good staff my product arrive safely for him thank lot purple,positive,0.9715813398361206
shipment take approx day deliver from delhi samastipur very slow process,neutral,0.6077577471733093
shipment arrive at nov after shipmet reach at final destination delivery team not arrange door step delivery thats why nov self collect shipment from dispatch centre this not good for consignee,negative,0.828059196472168
poor quality,negative,0.7470447421073914
I dint receive the product but updated as delivered. Whom to contact,neutral,0.4951589107513428
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
best service,positive,0.8133760094642639
delivery guy do not give my parcel he do not give my full parcel my order miss he do not give my entire parcel me,negative,0.9208015203475952
excellent,positive,0.9086722731590271
delivery boy not deliver my address pick your blue dart office,negative,0.9000400304794312
wrong product deliver delivery partner ne chori kar li original product aur dabba ko blade se aise kata pata nahi chala aur wrong product old kuch bhi daal ke deliver kar diya,neutral,0.6424172520637512
ok send,neutral,0.5525782704353333
focus more on,neutral,0.7423732876777649
service good,neutral,0.6887592673301697
very well service,positive,0.7749441862106323
receive,neutral,0.714394211769104
wrong envelop deliver,neutral,0.6190863847732544
delivery staff talk softly humbly he deliver my package on time address,neutral,0.6122027039527893
didnt come my location as well a behaviour not good,negative,0.9480835199356079
good,neutral,0.6630253791809082
It was delivered late..against the delivery date..no update on the site as well..pls improvise your systema,negative,0.7980511784553528
please deliver iteam proper time,neutral,0.7330282330513
mene white colour order kara tha yah batch color gaya,neutral,0.805304229259491
delivery so late,negative,0.8892084956169128
till now not receive parcel but your website show order deliveredand unable contact bluedart kindly check my order status update,negative,0.7157919406890869
saman nhi aaya kagaj hai ba,neutral,0.7450317740440369
Good,neutral,0.609778642654419
blue dart service always up mark,neutral,0.6697990298271179
good,neutral,0.6630253791809082
colour different,neutral,0.6905054450035095
very good service,positive,0.9318373799324036
cheque book not deleivered on my address,neutral,0.6142719984054565
my parcel suppose deliver on nd november,neutral,0.9032524824142456
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
excellent,positive,0.9086722731590271
sahi nahin hai,neutral,0.5903876423835754
delivery person very kind polite,positive,0.8057035207748413
all good,neutral,0.6551581025123596
itna bekar product,neutral,0.6548619866371155
good service,positive,0.8297358751296997
a promise,neutral,0.6072840094566345
good service,positive,0.8297358751296997
not deliver me,neutral,0.5751485824584961
very good delivery,positive,0.9263280034065247
courier deliver my tenant dont live on this address currently no otp ask by courier guy,neutral,0.5970481038093567
good,neutral,0.6630253791809082
nice,neutral,0.6387196779251099
nic experince,neutral,0.7035207152366638
very bad service,negative,0.9438402652740479
return my order,neutral,0.716738760471344
they dont deliver at home,negative,0.7244922518730164
Minimum balance requirement should be mentioned in the account details,neutral,0.8479743003845215
good,neutral,0.6630253791809082
very good,positive,0.9482112526893616
good,neutral,0.6630253791809082
very good,positive,0.9482112526893616
delivery person very polite delivery prompt,positive,0.8157599568367004
definitely,neutral,0.4873427450656891
delay delivery,neutral,0.5758784413337708
order not dispatch yet order dispatch,neutral,0.5929585099220276
verry good,positive,0.7441253662109375
delivery guy himself refusedcancelled deliver order have call him travel by myself at his give location pick my order where he even make me wait for some time absolutely bad experience till date,negative,0.9651719927787781
mobile kes change oppo reno pro venum bro,neutral,0.7847472429275513
bahut achi dilevery hai blue dart se agent ka bat karane ka tarika bahut hi acha haithanks blue dart team,neutral,0.811506986618042
on time delivery,neutral,0.6559246182441711
product mein jewellery nahin raha hai koi bhi product na kharid kare,neutral,0.7914518117904663
well sarvice,neutral,0.6855294704437256
good service,positive,0.8297358751296997
damage product,neutral,0.5042490363121033
really disappointed in your service a it take me extra day deliver my order,negative,0.9770210385322571
disappointed service,negative,0.9371639490127563
there should more detailing,neutral,0.7474902272224426
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
hjshshh,neutral,0.6775638461112976
hassle free,neutral,0.641038179397583
he give parcel unknown person,neutral,0.7483721375465393
very bad service,negative,0.9438402652740479
very poor service,negative,0.9449765682220459
nikjjjjjkk,neutral,0.7046652436256409
worst service,negative,0.9449846744537354
change my address but they deliver parcel my old address didnt even contact me while deliver parcel,neutral,0.5750570893287659
ho,neutral,0.5913552045822144
name tag not even mettalic or something it of bad quality of leathernot satisfy with name tag it not even shin consist stain on it,negative,0.9513923525810242
good service,positive,0.8297358751296997
he very rude,negative,0.9519022107124329
they dont confirm deliver which person,neutral,0.6060001850128174
bad service experience,negative,0.9260830283164978
I ordered a different product and u send me a totally different product. How can u do this ???? I am very disappointed. This is very upsetting that I ordered a product worth 950 and u send a product worth 150. This is my first and last to order from  this website,negative,0.9620789885520935
lalit kumar handle shipment well,neutral,0.7551002502441406
delivery person doesnt call put consignment on holdvery poor response,negative,0.9412369728088379
Very good,positive,0.9518744945526123
your service well,positive,0.772331178188324
"I maintain almost 4 crores of my family fund in SB/FD.
But credit card doesnot provide lounge access
as minimum transaction is stipullated
Very unfair treatment. Why should i maintain so much fund",negative,0.8738662004470825
Fake updates saying consignee refused to accept. Delivery agent didn't appear for delivery. After failed delivery I called the agent and went to his choice of a location to  pick the shipment.,negative,0.8527815937995911
delivery boy use rough language,neutral,0.5400016903877258
good job,positive,0.8671579957008362
too much delay false update,negative,0.8253607153892517
no like service,neutral,0.5381346344947815
delivery rider not respond properly,negative,0.8748055100440979
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
delivery staff very rude,negative,0.9609096050262451
ontime delivery keep up good work,positive,0.9236026406288147
delay in delivery compare yo other delivery company,neutral,0.5967097282409668
good,neutral,0.6630253791809082
can we time delivery inform in advance time range of hour need else we not sure when you deliveri have last time issue with bluedart not deliver debit card due not at home second time again door close so it return back hdfc we never know when executive come deliver it cant like full day wait at home hence time schedule of hour range only way else we cant ever get delivery by blue dart,negative,0.8135316371917725
good,neutral,0.6630253791809082
great,neutral,0.6335219740867615
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
best service,positive,0.8133760094642639
fast service,neutral,0.6125025153160095
good,neutral,0.6630253791809082
super,neutral,0.542172372341156
good,neutral,0.6630253791809082
very fast delivery,positive,0.8620749115943909
very good service,positive,0.9318373799324036
excellent work,positive,0.937960684299469
excellent service,positive,0.9300705790519714
My Experience is good ,positive,0.9436906576156616
deliver day beforethank you bluedart,positive,0.8681305050849915
good,neutral,0.6630253791809082
happy receive my order at early via bluedart courier,neutral,0.6352003216743469
No,neutral,0.49548888206481934
dont charge extra money,neutral,0.7286430597305298
good,neutral,0.6630253791809082
oka,neutral,0.5180531144142151
this time not satisfy,negative,0.9126800894737244
do,neutral,0.5157424807548523
mid up old product return,neutral,0.8004512190818787
good service,positive,0.8297358751296997
ban kr do aap,neutral,0.6807381510734558
good service,positive,0.8297358751296997
can you just provide u delivery partner number in our order history for which we can contact directly delivery partner update them about if we at home or not at time of delivery,neutral,0.9178211092948914
timely delivery,neutral,0.636683464050293
very rude not deliver at door step,negative,0.9338803291320801
good man,positive,0.8304333686828613
very nice,positive,0.9467630982398987
excellent beautiful awesome,positive,0.9833433628082275
havent receive any item,neutral,0.5048890113830566
it ok,neutral,0.4852123260498047
good facility good nature of delivery agent,positive,0.8311765789985657
good,neutral,0.6630253791809082
fast,neutral,0.5904791355133057
Originally the delivery was supposed to be on 17th January but it did not get delivered at that time I had to call the coustomer care on 19th january and the coustomer care executive told me that she would put my delivery on priority and the next day that is on 10th January the status of the delivery was Consignee's address incomplete/incorrect and I don't understand the why is that clearly the delivery agents have my phone number can they not contact me even though they can they did not contact me and I was asked to reschedule my delivery and the next day that is on 11st January the status is out for delivery and then around 30 mins later the status of the delivery was Consignee is out of station which is a total lie I was not out of station and as matter of fact I was at home and the delivery agent as updated it as I was out of station without even contacting me which totally not okay and completely unacceptable,negative,0.9257048964500427
if product not deliver in time then dont make such kind of statement ie customer not available or address not find,negative,0.87517249584198
awesome,positive,0.7797296047210693
rong item,neutral,0.6723764538764954
not receive courier it deliver wrong addressshame on u,negative,0.9330319762229919
seamless delivery,neutral,0.6630988121032715
bad service,negative,0.8802351355552673
very reliable,neutral,0.6493913531303406
very bad experience halvad gujrat blue dart delivery service,negative,0.9252674579620361
order different,neutral,0.6164724230766296
one of bad delievery service doesnt update clearly in tracking receive call yesterday ask where this address come then they update delivery initiate not deliver because address wrong premise closed,negative,0.9200611710548401
very bad sarvice,negative,0.8685185313224792
not receive my parcel,negative,0.7300045490264893
professional delivery,neutral,0.6485813856124878
good,neutral,0.6630253791809082
got message a deliver without deliver,neutral,0.5272432565689087
Great experience,positive,0.9394107460975647
very good,positive,0.9482112526893616
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
thank you,positive,0.7942999601364136
good,neutral,0.6630253791809082
nice,neutral,0.6387196779251099
System is  hopeless,negative,0.9050611257553101
like your delivery method of my product before thanks for that,positive,0.7776238322257996
"














Need to provide account features and benefits 
pdf document.









",neutral,0.8092643618583679
not ship,neutral,0.6351571083068848
good,neutral,0.6630253791809082
hhbbnjjkj,neutral,0.6486474871635437
delivery staff very good on time,positive,0.9529901146888733
very good,positive,0.9482112526893616
receive,neutral,0.714394211769104
acha tha,neutral,0.6353731751441956
cjs,neutral,0.550579309463501
good service,positive,0.8297358751296997
good service delivery,positive,0.8215040564537048
finally receive it,neutral,0.549723744392395
super service blue dart,neutral,0.7269300222396851
good,neutral,0.6630253791809082
very very inconvenient about ur delivery boy,negative,0.9293810129165649
nothing,neutral,0.5349960327148438
out stand,neutral,0.6567206978797913
very bad service say odl agar delivery karna hi nahi hai service hi kyo dete ho delivery pickup karna pada because one parcel return his not deliver,negative,0.9030707478523254
chawan ne best service kiya hai usse malik banna chaiye blue dart ka,neutral,0.8038134574890137
yes,neutral,0.44127699732780457
you should deliver all item together not in split delivery plus,neutral,0.758006751537323
late delivery,neutral,0.6043542623519897
good,neutral,0.6630253791809082
too cute nightsuits,positive,0.9669605493545532
good,neutral,0.6630253791809082
"They told me that health and life insurance is compulsory to buy with loan when it wasn't compulsory, after asking again and again and telling that im not interested in that and making her call her senior, that's when it was admitted that it's not compulsory, also i asked for total cost of loan (costs related to loan) i was told all will be settled with loan amount, and then at the end i was told to pay 500 rs as commission to 2 wheeler showroom for providing me finance, when asked why should customer pay commission, it has to be paid by financing Company and not customer for giving business to finance company, the loan lady pretended to talk on phone with her senior and told it was by mistake added. I am very dis satisfied with your service, your loan agent tried to rob me of roughly around 1800 rupees (700 for health insurance+600 for life insurance+ 500 rs of so called commission for showroom)",negative,0.7707149982452393
great,neutral,0.6335219740867615
good service,positive,0.8297358751296997
your delivery person too rude he doesnt minimum respect towards customer,negative,0.9702726602554321
it scam dont think ever order again,negative,0.9286765456199646
not receive yet,neutral,0.5179076790809631
nothing,neutral,0.5349960327148438
Was given misleading information. At branch they refused to open account if minimum balance of rs10000 was chosen. Phone banking executive said exact opposite. Both online and branch executive have wrong info about process to update address. ,negative,0.8213230967521667
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
didnt receive order,negative,0.8029488921165466
gud service,neutral,0.5179566740989685
nic,neutral,0.5663321018218994
delivery staff polite,neutral,0.6727266311645508
good,neutral,0.6630253791809082
excellent behaviour delivery brother ka,positive,0.8710495829582214
keep it up,neutral,0.683136522769928
nice,neutral,0.6387196779251099
very good,positive,0.9482112526893616
wait for courier get deliver no intimation nor call receive this morning wen track my courier it say customer refuse accept parcel how can statement give like this have send my staff courier office collect it poor service how can u expect next time we come bluedart,negative,0.8679903149604797
thank you for service,positive,0.9282280206680298
parcel not yet deliver,neutral,0.6129373908042908
they do not pickup my call,negative,0.8923177719116211
delivery boy didnt behave properly refuse deliver at home,negative,0.9343352913856506
still not deliver,negative,0.8229358196258545
receive damaged product,neutral,0.5880305767059326
nice service,positive,0.8408102989196777
package tear while receive,neutral,0.7667151093482971
all good,neutral,0.6551581025123596
kept say consignee not available when they havent even attempt delivery have go there personally collect it they havent even contact me,negative,0.8106868267059326
get wrong fake item,negative,0.7968844175338745
fast efficient find location without problem,neutral,0.5286620855331421
delay service,neutral,0.5972009897232056
nice delivery,positive,0.8182706832885742
delivery boy very bad behavior,negative,0.9519765377044678
nice n polite behaviour gentle boy deliver before time,positive,0.7045397758483887
good,neutral,0.6630253791809082
good saivesh,positive,0.7741256952285767
great service,positive,0.8771696090698242
delivery staf not good response so bad service in dadri point,negative,0.9565403461456299
give prior notification for cash on delivery,neutral,0.8905558586120605
great delivery speed,positive,0.7855322957038879
good,neutral,0.6630253791809082
delivery boy ne bhaut sharab pi rakhi thi prepay ko cod bata kar cash mag raha tha,neutral,0.8612862229347229
mera ek parcel miss hai usme bottle th do order aaye th amazon k usne s ek do pc th peanut butter dusre otas shaker bottle th shaker bottle rah gyi meri mujhe mili nhi,neutral,0.759274423122406
very late delivery dec th delivery date,neutral,0.6537691354751587
respect person thankyou,positive,0.8475381731987
bad product,negative,0.8753852844238281
delivery partner rude didnt deliver at location he reach wrong location tell me he reach then ask him blow horn so know which he refuse while stand in middle of road look sideways when locate him he refuse come near ask me come far from home location like have walk some distance receive my parcel also he deliver parcel late like pm which rare consider past order not satisfy,negative,0.9167287349700928
good,neutral,0.6630253791809082
self,neutral,0.6020625829696655
great,neutral,0.6335219740867615
exilent,neutral,0.5865146517753601
no one receive this parcel from blue dart side,negative,0.7093341946601868
best courier service in market deal with blue dart from long time regard receiving of online parcel as well a send courier family member blue dart never fail thank you,positive,0.9331058859825134
product not work not a show in video,negative,0.9025115966796875
delivery partner didnt even call deliver parcel,negative,0.7708619832992554
delivery boy ignore door delivery,neutral,0.5646275877952576
good service,positive,0.8297358751296997
સેવિંગ ખાતાની લિમિટ વધારે બહુ ઓછી આપી છે,neutral,0.8172367811203003
fuck you,negative,0.9374808073043823
order receive urappakam location on th but too many follow up with person after that only th late evening after clk we receive courier inbetween day we spend more than r suffer lot because of your very very bad service who take responsible for spend my expense suffer seriously very bad service go forward we not prefer your courier at any time,negative,0.9563345313072205
Happy ,positive,0.8841372728347778
very good,positive,0.9482112526893616
not satisfied,negative,0.8736739158630371
please provide good service for your delivery guy,positive,0.8177091479301453
we not recived parsal because your excutive call u but not deliver parsal call him time but he not send no proper reply very poor service behavior him,negative,0.8921052813529968
good fast friendly,positive,0.8798395991325378
deliver at door step,neutral,0.7822850346565247
good,neutral,0.6630253791809082
very good service,positive,0.9318373799324036
best,neutral,0.45735740661621094
well but slow,neutral,0.5660015344619751
fantasticvery happy with your service,positive,0.9831675887107849
very nice,positive,0.9467630982398987
on time,neutral,0.6283564567565918
good delivery,positive,0.8127566576004028
ur delivery time time it amazing thanks kalpana renukesh,positive,0.956157386302948
I didn?t receive my parcel & it shows delivered,negative,0.8106279373168945
parcel not recieved,neutral,0.5964891314506531
Please provide loan,neutral,0.7809107303619385
No. Everything is ok.,positive,0.7553492784500122
timely delivery good,positive,0.8891609907150269
For this dispatch 3 finalized dates continuous changed. Once you fix the commitment date don't change.,neutral,0.7652175426483154
order jewellery set but you guy deliver bengles merefroud appp h yetoo,neutral,0.6494039297103882
he deliver product which show next day delivery do not get my today delivery wait for my new mobile today he deliver my mobile case first dont understand that,neutral,0.6537421345710754
his good service,positive,0.7831771373748779
quick smooth service,neutral,0.6615260243415833
happy,positive,0.7636855840682983
very poor servic,negative,0.8813432455062866
Happy ,positive,0.8841372728347778
no any issue,neutral,0.6337109208106995
very oblige person who deliver thank you,positive,0.9318014979362488
excellent,positive,0.9086722731590271
Good ,positive,0.736822247505188
no side zoom option,neutral,0.7465000748634338
good sarvice,neutral,0.6817456483840942
dont get any call from executive before delivery of not available plus person deliver mention a who this,negative,0.7304120063781738
all courrier operator give mobile number of delivery boy message reach well in advance atleast hour before your delivery person without inform suddenly come deliver it really very unprofessional way of delivery,negative,0.7844096422195435
very bad experience for delivery,negative,0.9536465406417847
want return my recived item it not good poor quality there no return option,negative,0.9194762706756592
best service,positive,0.8133760094642639
package not deliver me in person just leave outside my door have confidential document this careless,negative,0.8566678166389465
No,neutral,0.49548888206481934
Salman Khan,neutral,0.7824783325195312
good service,positive,0.8297358751296997
recieved,neutral,0.6091389060020447
great,neutral,0.6335219740867615
fast delivery,neutral,0.5395807027816772
do not recieve order why not call,negative,0.8321533799171448
nothing,neutral,0.5349960327148438
didnt receive anything,negative,0.7297794818878174
good product just colour change pant delivery,positive,0.7215381860733032
delivery boy agent good behaviour respect full boy blue dart service good,positive,0.8235945701599121
very good,positive,0.9482112526893616
very good service,positive,0.9318373799324036
havent yet check material because in office,neutral,0.6714328527450562
worng product,neutral,0.7359372973442078
cost accessibility,neutral,0.6833138465881348
wrong delivery,negative,0.8598734140396118
God,neutral,0.5089517831802368
good delivery boy,positive,0.8917366862297058
delivery boy agent good behaviour respect full boy blue dart service good,positive,0.8235945701599121
bery bad experience,negative,0.8802530169487
great service,positive,0.8771696090698242
"Opening a Saving a/c was a seamless experience. I wish you should introduce students saving a/c too. As the advantage is you consider all branches of your's as home branch for your customer. Over & above there are no charges levied if a customer is banking at his non home branch.
Thanx",positive,0.7242211103439331
it not deliver status incorrect,negative,0.8263313174247742
thank you so much for blue dart service best,positive,0.9869630932807922
very bad service,negative,0.9438402652740479
good,neutral,0.6630253791809082
Excellent service already ,positive,0.9248864054679871
track status can send via sm,neutral,0.9077697992324829
good,neutral,0.6630253791809082
best delivery experience,positive,0.8900585770606995
not receive item receive empty box,neutral,0.6600662469863892
very poor service,negative,0.9449765682220459
it already good,positive,0.9541144967079163
horrible personthe delivery guy try get into my house,negative,0.9636185765266418
blue dart team not deliver order home,negative,0.8145641684532166
good,neutral,0.6630253791809082
delevery boy number msg lo ravadam ledhu,neutral,0.731101393699646
good,neutral,0.6630253791809082
excellent,positive,0.9086722731590271
